train set,train set size,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,1,flores,288.42948045578163,-999.9999999960355,852.2311326224316,-20.696183166140653,30.804831417932956,1.7420786520512732,1.7548473844633585
gov,1,bible,215.47644984190785,-999.9999999999999,952.2258769754822,124.76314883535977,-83.11106118099622,0.5279909124459611,0.531860979546316
gov,1,gov,320.1064803141323,-999.9999999999993,976.7137257972216,-169.8973767660055,149.09229885142528,3.2982896744798733,3.32246635381711
gov,10,flores,280.0090315362652,-999.9999999994368,651.3762421486656,147.76997907538473,-80.41126158702622,1.269417802121131,1.2787225492046843
gov,10,bible,235.36276936958367,-999.9999999978888,910.6558850707005,97.88543261168354,-63.08966441617446,0.7256005974666574,0.7309191957806707
gov,10,gov,420.6119367007171,-999.9999973942149,992.7466097550886,-455.1499413052182,374.8781950247833,0.6844613961210962,0.689478446032469
gov,25,flores,270.81614036263744,-999.9999999999769,595.3352294492007,213.07835325785038,-122.55279426260698,1.472285917013304,1.4830774643506743
gov,25,bible,227.4388755746754,-999.9999999983419,904.715133555162,125.96235661531675,-83.06292337765002,0.9104771478013256,0.9171510981481708
gov,25,gov,453.02524557359266,-999.9999999979774,955.116266010989,-530.3472014818236,442.0748242352894,0.5521234368865862,0.5561704158854519
gov,50,flores,116.9973130898235,-106.76647119599349,-122.06671630987206,-63.941150808104034,47.453728174305255,1.4503892858778863e-14,1.0458905879232634e-14
gov,50,bible,19.176170965561532,-16.851647049270657,-27.934222444391924,-3.0206565055871604,0.08059761457206599,1.0877919644084146e-15,1.4950270559846736e-15
gov,50,gov,99.6398749918869,-101.35826719368039,-130.05066522365792,-39.81760982958003,105.03204779717852,8.204640795236539e-15,5.801557143511545e-15
bible,1,flores,232.21183049028195,-999.9999999999999,974.2552487976945,64.31578714532502,-41.16004228807227,0.4393215312402396,3.3990664970962423
bible,1,bible,475.8803998408081,-999.999999983531,996.8916858618957,-643.0253298962313,490.5520035044145,1.4120044508045517,4.29940034202188
bible,1,gov,240.17374269395717,-999.9999999999999,985.8037494316866,33.638359294373956,-20.38425552105386,0.2632833359714883,2.084729869603299
bible,10,flores,214.56257099955522,-999.9999999299232,929.0429145492682,144.00759067877436,-94.29821086021616,0.5053454492470097,3.889288017489814
bible,10,bible,533.9834771407654,-949.9877757339796,999.9999930490536,-858.964596949755,649.8269710004924,0.3800038932213203,1.4895950450741864
bible,10,gov,232.30566034611465,-999.9999999980096,952.8598179904523,77.47813762335623,-49.42225999573304,0.45387787299469884,3.50649022489046
bible,25,flores,214.08846376407095,-999.9999999999961,943.1857413380964,139.56040249627847,-93.31044413024085,0.5141265029374598,0.5178950439062343
bible,25,bible,542.6174424526562,-898.8566660053027,999.9999999999841,-936.7291180404485,700.3898428684921,0.2786405504455293,0.28074073246300785
bible,25,gov,226.20142340954538,-999.9999999607036,946.8846934114287,98.5844687389391,-63.8478269832801,0.5066433845537911,0.510357095847378
