train set,c0,c1,rmse,kfold rmse
gov,12.760124820371326,-2.9533985528061972e-08,14.675098571361838,14.879214639851824
bible,6.879549099992151,-1.1431368684798382e-09,12.30910950329496,12.236665592402062
