model,log likelihood,R2 coefficient,normality pearson p-value,normality shapiro p-value,homocedasticity levene p-value,homocedasticity bartlett p-value
linear,-8.780496723508476,0.28358286797766274,,0.21434175968170166,,
poly2,-8.78050879125994,0.283577104258549,,0.21533305943012238,,
poly3,-8.789075371475231,0.2794738690436833,,0.21032333374023438,,
exp,-8.274918383376626,0.4885701874083085,,0.8451899886131287,,
log,-8.889991317618458,0.2293309913543249,,0.31836074590682983,,
power,-8.779878034617841,0.28387829992708147,,0.21471697092056274,,
hmult,-9.27832492356859,0.0016059374293088124,,0.6076433062553406,,
