train set size,test set,c0,c1,rmse,kfold rmse
1,flores,-5.670689892631162e-10,-3.9488301605767715,2.3439264780013196,2.3688704735718193
1,bible,9.001366012412982,-1.0112805909590592e-08,8.402988779559982,8.457731579642495
1,gov,9.982200085277796,-7.428086159282238e-09,9.625871433637679,9.690044782779974
10,flores,6.115239969565188e-08,-9.69523875768882,5.313673785313724,5.347739448964984
10,bible,14.789875435675835,-9.653797130096844e-07,13.077955208320482,13.164328592465822
10,gov,18.50645001054618,1.3752321119667223e-08,16.953026414246104,17.058749066542656
25,flores,-2.109627120963481e-09,-12.060188591807618,6.391161135312385,6.429024286557585
25,bible,17.079935314440096,-8.132529549215703e-05,14.900758483610105,15.006518442468685
25,gov,19.980703480711657,-9.082158364667683e-08,18.824200650950367,18.955463439513494
50,flores,-0.7720076512528795,-21.0222406295213,2.767346765500884,3.1763766075773012
50,bible,8.968730920134077e-10,-2.962923752683437,0.7831563567674465,0.9027393363676044
50,gov,65.33178996645094,32.25468752498452,4.68512176618984,5.6306074567647
