c0,c1,"c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
30.998966350568235,0.6709795365375225,-109.18899601543905,60.39068609525948,13.293720519197498,5.323568356986531,12.83848427274025,5.204050696962584,3.3034954644031287,-2.7948751613080884,5.459354265957187,-5.0213887220164155,4.2295723890728345,-19.861927805678086,13.302455424268787,5.590133651320745,4.99193278246492,5.045080368688999
