c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2",rmse,kfold rmse
3.6027912788945415,2.043737590546741e-06,6.14539517755303e-08,-8.884432789794147e-09,4.02833995032275e-07,1.3708248358826713,3.1090275835060987e-07,3.061533803307031,2.574402522932942,1.8219931814230201e-06,6.593244291830676e-07,14.050209595959297,14.0148046072652
