train set,test set,c0,c1,rmse,kfold rmse
gov,flores,-7.741010243267237e-08,-11.309098354763726,4.934362884585984,4.964017470731223
gov,bible,-1.913542585699623e-09,-1.9363442728310305,1.1991375388335883,1.2047914605508598
gov,gov,32.725161581674975,-7.46486568285935e-09,9.767437789162752,9.822659920941842
bible,flores,-2.7450010562920174e-09,-2.059590878791309,0.8491385853266101,0.853729428975261
bible,bible,27.50257979063095,2.135131592056757,7.0798295978842125,7.131916289876005
bible,gov,-3.5706703484487875e-09,-1.1639403140442108,0.6513107302279598,0.6545686305082875
