train set,train set size,test set,c0,c1,c2,c3,c4,c5,rmse,kfold rmse
gov,1,flores,-0.6196787450145461,-1.239832490976775,0.8516416210791641,-2.0331457483414836,-7.370524895607671,-0.10662290583527993,4.864753555590494e-16,1.2080532582046504e-15
gov,1,bible,-2.4103078119165984,0.938959983344297,0.16359559570483567,-1.278160323241066,-1.324965921596902,-1.418600463975692,1.3748398759926222e-15,2.6135083898021056e-15
gov,1,gov,4.843564947923236,-12.192170366061207,2.597585899651042,1.5253236511506139,-7.2462385837347165,4.070709300402347,2.973474907531103e-14,6.428350461751247e-14
gov,10,flores,-1.7246523678172454,1.0383860455632885,-0.7515254191537046,-1.1611362626597146,-0.810272713555557,-2.261901756924262,8.293893593196879e-15,6.07464693825316e-14
gov,10,bible,-2.9762949433740995,1.0153859319404972,-0.1019292368797081,-1.7149432820078057,-1.5112787816364834,-1.5113495670343682,1.8925965094993588e-15,7.108895957933346e-16
gov,10,gov,7.041500078099536,-9.787376310325763,0.8773296128229564,2.77075356624675,-1.8891975270118615,2.1707747768484746,2.644326580413064e-14,1.7763568394002505e-14
gov,25,flores,-1.4173996258915846,0.5458372087896329,-0.6822691599825517,-1.0042304079027198,-0.7277863903781677,-2.1732003602246603,3.809860975949991e-15,3.370400129833633e-15
gov,25,bible,-2.197301424522015,1.2746083476867482,0.10010575539331873,-2.2072953687559997,-2.0562017433735833,-1.5633046415036536,1.6586598225550284e-15,7.091535990731451e-16
gov,25,gov,7.964635012460599,-9.792659884650268,0.7932741771853942,2.957939387778309,-1.7824831168983395,2.0632860739738237,1.4904470165364382e-14,3.1776437161565094e-15
gov,50,flores,0.8245053966946319,-0.9418042456730743,-0.5885816521879255,-1.0479581010648213,0.039778422146850845,-1.099815559418342,2.2932668186396043e-15,3.1053590175035212e-09
gov,50,bible,-0.5558675604133794,-0.1589297446013324,-0.5097621386949842,-1.9747679532246822,0.2536853171053848,0.3334900824122208,5.757538537045348e-14,2.2668144818582144e-10
gov,50,gov,1.549295756702671,-1.5547465971936947,-0.1750398599228136,1.5804024647158466,0.11319061023380322,-3.316772624446921,1.6914300309505966e-14,1.6745931517370964e-08
bible,1,flores,-0.7656623551290607,-0.3399724691823519,0.8642910731760639,-1.811962176721932,-4.244386387146151,-0.08822190898310545,2.484228649263536e-13,0.0510721117769168
bible,1,bible,7.309646492728013,-13.088359409676107,2.23200912228515,2.359961247912617,-8.544496612094354,5.2072951525721445,1.4503892858778862e-15,3.488254741778333
bible,1,gov,-1.3196637791192731,0.4542953493201812,0.2302910720771867,-1.3260641007879315,-2.4758905704251775,-0.5147433543181478,3.7785659521028223e-16,0.08213764793052698
bible,10,flores,-1.6671099044398925,0.49164960596153584,0.008632148303923419,-0.881023371067451,-1.120262887382244,-1.3384907325906146,6.599370864641318e-16,0.2863763088770607
bible,10,bible,4.760490371879562,-10.395450584424383,0.9502517717880578,2.573898958661769,-2.858958496466275,2.904413568092561,7.53644380168212e-15,4.688716309205689
bible,10,gov,-1.8493879292427067,0.3336784062206884,0.16640686086941534,-1.3318346026728853,-2.077039900467844,-0.8774382246966236,3.09803287267727e-15,0.12583837233836365
bible,25,flores,-1.5126838742848894,0.42333250149896223,0.04227353327324313,-0.9623403717076133,-0.7324245673152433,-1.3564422500768814,1.0695084443661337e-15,1.0555880013644904e-15
bible,25,bible,3.870352053870084,-10.683588574335381,0.9736498909078829,2.4990553458421463,-2.457686014629146,2.8972585085152267,4.4938668397781774e-15,4.4938668397781774e-15
bible,25,gov,-2.303295405141836,0.49756664144360824,0.03152270100731235,-1.0207197224927524,-1.3300374926844043,-1.2486922385517638,7.565358176507968e-14,1.369675085642109e-15
