,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.5],0.0,[-0.5],6.160822632150434e-15,[-0.5],2.4252313104790365e-14
kfold,[-0.5],4.0564942308407814e-16,[0.0],0.41535216723738216,[1.0],3.4801567390503245
