c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3",rmse,kfold rmse
3.2119174104655803,-0.0012701850932276468,0.00046735255235441213,5.058496721728053e-05,0.00022293293598910842,-0.000291187853286882,7.959550536136887e-05,-0.00021379767329066066,0.00021840135791608272,0.00014323997513569393,0.8792885627008842,-6.257433998076081e-10,-0.0001820160837694133,2.614294149634016,2.076438890164126,1.5923601171288815,14.124669204124585,14.01127173413658
