c0,c1,c2,c3,c4,c5,rmse,kfold rmse
2.4226762494447462,1.1944441614211968e-06,7.100355353269355e-08,-9.809795729277602e-08,-6.611071265839194e-08,-4.719065910004311e-07,13.713350268605655,13.70527242667706
