,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,25.781590664994553,27.000466489862752,0.5144632027224854,0.9084051777125027,0.8898408661779809
1,poly2,,25.781590664994553,27.000466489862752,0.5144632027224854,0.9084051777078384,0.8898408661745693
2,poly3,,25.78159066499455,27.00046648986275,0.5144632027224851,0.9084051777128739,0.8898408661782526
3,exp,,25.78159066499455,27.00046648986275,0.5144632027224854,0.9084051758420704,0.8898408648088484
4,log,,25.781590664994553,27.000466489862752,0.5144632027224854,0.9084051769086758,0.889840865589591
5,power,,25.781590664994553,27.000466489862752,0.5144632027224854,0.9084051777125752,0.8898408661780355
6,mult,,25.781590664994553,27.000466489862752,0.5144632027224854,0.9084051777125752,0.8898408661780355
7,hybrid_mult,,29.289128643528002,30.5080044683962,0.02077379493881959,0.5603552960265492,0.16418049987310432
8,am,,25.781590664994553,27.000466489862752,0.5144632027224854,0.9084051777125027,0.8898408661779809
9,gm,,25.781590664994553,27.000466489862752,0.5144632027224854,0.9084051777125027,0.8898408661779809
10,hm,,25.781590664994553,27.000466489862752,0.5144632027224854,0.9084051777125027,0.8898408661779809
