c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
21.110362978481394,35.271604902819554,-36.804046090998035,-177.8799379386168,227.3210258699187,9.236193081740455,3.846206969548628,1.5419190695149332,9.60100279879598,4.392979376601136,2.002707401433205,3.4314824707161002,-0.8020156511814326,-1.2483074085571626,5.665731179119677,-0.9131746571928104,-3.233498819180566,8.40691178642006,-2.9693208603324712,-13.285825999124379,11.624684773416902,5.621153623732662,2.5825839150540455,5.0248451953566144,5.006398732352958
