c0,c1,"c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
28.469120210959712,0.08486218103996979,-105.5074938917923,56.48069541141364,17.219356889194362,4.788047776940835,16.156030435208468,4.588382785349949,2.684594602334311,-6.444093733494203,8.97760362397529,-8.088491146181815,11.5361179786467,-20.546654349714338,6.890787716482126,-0.8382220215542081,4.296921348814514,4.332675122769706
