train set 1,train set 1 size,train set 2 size,language to,c0,c1,rmse,loo rmse
cc_align,25,1,ka,1.6439494756607942,-1.1008473817891302,3.8472743949967194,3.883225258218311
cc_align,25,1,gu,3.6661897070276694,-0.8183587266608704,5.799682964649986,5.87866442811763
cc_align,25,1,hi,2.600980228844468,-1.0072223142956285,4.381034402874354,4.435015056122659
cc_align,25,1,si,0.674251226883708,-2.0199372566405547,1.9349378483589401,1.9541730020596042
cc_align,25,1,ta,1.74485929644959,-1.1791049541021565,4.242997216559316,4.27585753406998
cc_align,25,10,ka,3.0851501134590604,-0.9747456399732061,6.157488890803515,6.245955037845401
cc_align,25,10,gu,5.831214287826619,-0.7218848503203288,7.9208354440242505,8.029039745480652
cc_align,25,10,hi,4.023523033082182,-0.9094894793144683,5.9901393890610555,6.091673782932783
cc_align,25,10,si,1.58805457802149,-1.4591187478466145,2.719338479278775,2.7601846910126997
cc_align,25,10,ta,1.843218722631629,-1.227377485968231,3.586487359269917,3.6311746762482424
cc_align,25,25,ka,3.6214232330118215,-0.9443107777301802,6.765927876001486,6.865649256729411
cc_align,25,25,gu,6.522627752676586,-0.70903294969623,8.522734631662905,8.639941188649368
cc_align,25,25,hi,4.422312467670175,-0.8963970960517489,6.388975190848193,6.496178337845676
cc_align,25,25,si,2.075756631969772,-1.3528990532706788,3.3770031085207064,3.426733507467955
cc_align,25,25,ta,2.156008548700346,-1.17968478475492,3.509839242177505,3.562343978944346
cc_align,25,50,hi,4.628298883400165,-1.0772947509766233,4.362598986096409,266.7531904665366
cc_align,25,50,si,3.6907819980406957,-1.1101994139659905,3.135688786090614,4466.378884088644
cc_align,25,50,ta,3.971277118908247,-0.995155483805653,2.518372944481992,805.8329055336353
cc_align,100,1,ka,2.1067730353314285,-1.0313922210533548,4.517114230290105,4.564411555415826
cc_align,100,1,gu,3.9480163018822734,-0.7917647375905307,5.933801253336613,6.011497712206236
cc_align,100,1,hi,2.988928030147803,-0.9632489144944767,4.8730365160633005,4.935393645625803
cc_align,100,1,si,0.824616490052467,-1.9337271951225403,2.244449799040046,2.268517163561997
cc_align,100,1,ta,2.0657580836533858,-1.120819696230428,4.666804866969476,4.705606420911362
cc_align,100,10,ka,3.285338445061115,-0.9536312217976936,6.178972056331594,6.269505294162305
cc_align,100,10,gu,6.289729139191893,-0.6961865071458253,7.955864138334972,8.069480349914619
cc_align,100,10,hi,4.424110745560923,-0.8734303242647371,6.221933500236426,6.3289856279441254
cc_align,100,10,si,2.0148825879601677,-1.3584353335291022,3.055758961602315,3.1079086399561335
cc_align,100,10,ta,2.3982463860029024,-1.1229766258141736,3.786986826872677,3.8377295539187544
cc_align,100,25,ka,3.8074758241022253,-0.9293132449296005,6.820955303769808,6.928618526963711
cc_align,100,25,gu,6.889376786146668,-0.6881216838886143,8.403767399979808,8.523482270838196
cc_align,100,25,hi,4.795715246667127,-0.869037897229909,6.540406990148418,6.661927471425067
cc_align,100,25,si,2.415323937126343,-1.2919320035428759,3.4748160249742583,3.5372754157757362
cc_align,100,25,ta,2.8410292970037445,-1.0691912029860038,3.881037616538932,3.939800794661656
cc_align,100,50,hi,5.595258180058446,-0.9807715305264523,4.834615991771411,243.23986305857596
cc_align,100,50,si,4.432179432161237,-1.0358636362861147,3.0440261084538993,1520.9313735150065
cc_align,100,50,ta,4.84986163117423,-0.9116452473784694,2.816730130671903,674.2141012007975
gov,25,1,ka,0.6082007515347498,-1.5368169658582216,0.12717907116833324,0.1739260303631036
gov,25,1,gu,1.7239708450713325,-1.0729370854066644,0.2076470347747318,0.2872922246578122
gov,25,1,hi,0.9887521843018312,-1.383654720927353,0.16203428595527708,0.22245616759346637
gov,25,1,si,0.20253920244379503,-2.6479075636246874,0.2642802293214411,0.32840229850750513
gov,25,1,ta,0.44076571741668746,-1.711910808247659,0.20020895947030917,0.25985374218498386
gov,25,10,ka,1.1628098614968627,-1.316774229205015,0.191302127433258,0.2616632894664614
gov,25,10,gu,4.363348036250127,-0.7440808967227709,1.5077304403786531,2.1031568712480295
gov,25,10,hi,1.655696286642631,-1.2167035016487162,0.3618488182040275,0.49574039628254574
gov,25,10,si,1.198291523931203,-1.6097296102620942,1.7242625724442568,2.212982520415087
gov,25,10,ta,1.6455980118854048,-1.1987564002964939,1.6032903151315112,2.118532520123924
gov,25,25,ka,1.1033407298563362,-1.3702055725878535,0.07113717791126004,0.09707770384740348
gov,25,25,gu,4.941564952511883,-0.7330595704488269,1.6189347629176685,2.2579938191782105
gov,25,25,hi,1.8672628341037563,-1.1986666530054644,0.665014892020517,0.910283710792853
gov,25,25,si,1.1573461788803263,-1.662263004539142,1.786184455304619,2.2819245396507357
gov,25,25,ta,1.999809212534939,-1.1499251861721085,1.847271208729751,2.4497495231309236
gov,1,1,ka,0.23317388282807866,-1.8684304396633753,0.17314327717836317,0.23349105926094665
gov,1,1,gu,2.126853679716816,-0.9348703446886378,0.8984034130836798,1.2469276636954716
gov,1,1,hi,1.0422893472114534,-1.3314770551878665,0.3636712149271101,0.49965733578626537
gov,1,1,si,0.39333942489363377,-2.2374420853084502,0.887568331300334,1.1171951935539333
gov,1,1,ta,0.6656230493886388,-1.4887112349836784,0.7539100818364276,0.9849805068764202
gov,1,10,ka,0.6189238573640652,-1.5496492237396022,0.07023017937249323,0.09512781460447944
gov,1,10,gu,4.965382078081089,-0.6811920986184262,2.2828817402361707,3.1893256776188235
gov,1,10,hi,1.9968050716496293,-1.1316985174153613,1.067383397063397,1.464012232029115
gov,1,10,si,1.6872297540950405,-1.4347666506643313,2.2654271843357985,2.9419308150627885
gov,1,10,ta,2.2926745110981974,-1.044880982429559,2.4112131395379306,3.2125394188557257
gov,1,25,ka,0.6699615895342145,-1.5569515972137136,0.12488574353696547,0.16926095311669873
gov,1,25,gu,5.232100418190456,-0.7103013580111922,2.316183817023374,3.228475068816077
gov,1,25,hi,2.390705811541676,-1.0833712150858437,1.4145508103205222,1.9421278056664626
gov,1,25,si,1.5691454202866524,-1.519487628729851,2.375628358370839,3.0609453638206827
gov,1,25,ta,2.6400196199442107,-1.0292320043612797,2.6569566120612564,3.54546609021851
gov,10,1,ka,0.5128068530289176,-1.6077926269892482,0.1208077058521011,0.16477156955710442
gov,10,1,gu,1.8025375123823462,-1.0466009173271908,0.3713228032569063,0.5139508458902359
gov,10,1,hi,1.0242625701774604,-1.359837070835804,0.20307339638951494,0.2789937016455952
gov,10,1,si,0.25135972174173676,-2.509345535976377,0.31946190497873134,0.3998985488424193
gov,10,1,ta,0.4162653109518233,-1.7248743658362158,0.316765221653526,0.409646508158997
gov,10,10,ka,1.0071889741601092,-1.3697489908513938,0.09987659018451792,0.13635217461217175
gov,10,10,gu,4.447976323760693,-0.7357160826524783,1.753327136151303,2.444914032851309
gov,10,10,hi,1.8099701631488754,-1.1754215606762535,0.652881479375635,0.895132376240541
gov,10,10,si,1.434511369991333,-1.513843220200636,2.1166208512911973,2.7300681232376287
gov,10,10,ta,1.8850066534739778,-1.1323848229866937,1.8191468463761138,2.4146989711636113
gov,10,25,ka,1.006172168869876,-1.401558617818946,0.017658200442539816,0.024075498276954484
gov,10,25,gu,4.7500492984551945,-0.7452031311684467,1.5735345248842314,2.193002555729406
gov,10,25,hi,1.9676578175383668,-1.1715632129927953,0.7898000344580104,1.0820176737197713
gov,10,25,si,1.4713235707676344,-1.5489734826261532,2.199083513295571,2.8296485851660136
gov,10,25,ta,2.323576910824647,-1.0896517122794005,2.113810093071147,2.8152620528800503
gov,50,1,hi,1.1317355210028,-1.3255093490262848,0.04602662311226482,0.06338468342930999
gov,50,1,si,0.24846133346190027,-2.5430990999862364,0.24168640596266058,0.30250977180200506
gov,50,1,ta,0.5365512802818854,-1.6255275182193172,0.21496528794559164,0.28077307903516086
gov,50,10,hi,1.872239879856452,-1.1624572283055878,0.5739839028013357,0.7877919488705701
gov,50,10,si,1.3746003101024262,-1.5426458857686411,1.9511364365886377,2.514721766251253
gov,50,10,ta,1.9339608500205407,-1.1310011734831216,1.8273986276428331,2.4268217672164627
gov,50,25,hi,2.08689746025589,-1.1494975648995005,0.8768374615854283,1.2022594144941312
gov,50,25,si,1.368262366540609,-1.5899008339325804,1.9442789043076747,2.4985780546641045
gov,50,25,ta,2.3632042842436802,-1.0812358572322815,2.074296951534812,2.7658981736057426
bible,25,1,ka,0.7825420466328147,-1.9453956183007286,0.4246192321100154,11.332409690832135
bible,25,1,gu,2.1032678124743227,-1.5713883787803677,0.4373270713611428,3.604782520400568
bible,25,1,hi,1.6687688947641866,-1.524211126759418,0.003872584235976719,0.0504965223683457
bible,25,1,si,1.0152126736536067,-1.7933404079241224,0.5127564688632424,54.22120095084841
bible,25,1,ta,0.7562151515974141,-1.902696342289162,0.06107829628912954,2.3417618138455154
bible,25,10,ka,2.992501044216771,-1.2159064040179457,1.2334324593355175,25.92215696980419
bible,25,10,gu,5.973493532494602,-0.9970690303606412,0.2148872499436931,1.420616130703497
bible,25,10,hi,5.9656689904685996,-0.8815187869710025,0.5019061855979214,3.9007195094013576
bible,25,10,si,4.952689263408488,-0.9465646576344978,1.343561933471723,18.255382623251194
bible,25,10,ta,3.722330809401197,-0.9882357791768185,1.456373339844858,16.881146616742967
bible,25,25,ka,3.3247000313842117,-1.2059788294536848,1.8570743686222968,48.775215546513614
bible,25,25,gu,6.580299098984581,-0.9789052980772831,0.016895646576187483,0.11452406607282893
bible,25,25,hi,6.974112406029715,-0.8243712856199875,0.027911742295320494,0.23279567043646593
bible,25,25,si,6.175602771171073,-0.8709450423355638,1.775650396627336,21.47423383986852
bible,25,25,ta,5.019671568379893,-0.8755667595058533,1.4453667369590348,17.38852740688697
bible,25,50,hi,7.693670598115646,-0.7964277982221536,0.6496597895293249,5.939592371177494
bible,25,50,si,6.428179177581053,-0.8686356176300635,1.6172350002840112,21.315727048092903
bible,25,50,ta,5.805830179879338,-0.8301957655632997,1.1063112573037728,15.16523135370749
bible,1,1,ka,0.2218157345764621,-2.401348118389349,0.07880574642179514,2.495385807755789
bible,1,1,gu,2.092653607996457,-1.5200272389199492,0.9282737479362028,6.201986181390322
bible,1,1,hi,2.2168032031987233,-1.3341286033886892,0.9842228964421516,7.031340016726248
bible,1,1,si,1.3146608539738849,-1.6018807152124417,0.48773494245709104,8.863890968443206
bible,1,1,ta,1.1498356599302455,-1.6180031117185738,1.0063295262797656,10.695596749655072
bible,1,10,ka,1.6879941144944703,-1.4824895974776382,1.555309787693809,83.96000839296879
bible,1,10,gu,4.949955340996297,-1.0946779430764668,0.2597478847252369,2.0375016659017464
bible,1,10,hi,5.0860505998108865,-0.9637216232399358,0.19292071853006187,1.924858094236938
bible,1,10,si,4.373892071623842,-0.9933521131083902,1.082167512209877,16.851415647081204
bible,1,10,ta,3.3343989371642486,-1.0254509578766473,1.4046066980581393,16.689046806674895
bible,1,25,ka,2.341918709604737,-1.379106122400856,2.434849757874323,167.74380661883302
bible,1,25,gu,5.362763972215235,-1.095726079228262,0.8466304006443257,7.404799717059964
bible,1,25,hi,5.696483465692242,-0.9306570307677197,0.8884231874242996,10.413590357091765
bible,1,25,si,5.105711427816074,-0.9458514334712388,0.9591606363429597,16.563668808584247
bible,1,25,ta,4.129654614150037,-0.9508159313281387,1.0047954575643323,15.310721355376044
bible,1,50,hi,6.151570795579891,-0.9164544004025859,1.6636058729068457,22.718545719554598
bible,1,50,si,5.48748273612691,-0.9348148365978189,0.6590735986875658,13.230093543337485
bible,1,50,ta,4.970095278654211,-0.8894684286194062,0.5156329993150502,9.648496104394557
bible,10,1,ka,0.6376307242841929,-2.0341180869751194,0.5137297112802515,18.39866393928552
bible,10,1,gu,2.0374237956393233,-1.5692177474935185,0.5046023307450426,4.034891884488961
bible,10,1,hi,1.7848800787210515,-1.473953422306618,0.03683328318988258,0.45160431994228467
bible,10,1,si,0.9423694861430312,-1.8234320401954782,0.33382617579565965,25.779618984186506
bible,10,1,ta,0.777934926799611,-1.8706407036485724,0.26065281810256663,6.998439047867476
bible,10,10,ka,2.5992225359815264,-1.279618191104547,1.581091020361401,46.819661596198806
bible,10,10,gu,5.644568849518167,-1.02813536183486,0.1359131012440689,0.9340831002554872
bible,10,10,hi,5.969386545573421,-0.8765099755062117,0.44215955499496046,3.463308805999394
bible,10,10,si,4.624863082330226,-0.9737097434122157,1.4383955514334155,19.05703598654605
bible,10,10,ta,3.728401357985304,-0.986228761913534,1.4541508709293987,16.823411589824005
bible,10,25,ka,3.0997056021259763,-1.2389708987486239,1.8852513404396178,54.684128040670316
bible,10,25,gu,6.2215812982241445,-1.0114031546596371,0.24871336513054682,1.800246222668404
bible,10,25,hi,6.551940886043067,-0.8581871318968871,0.07896421128099926,0.6982593798731979
bible,10,25,si,5.852488187042957,-0.8894468286971363,1.7869665409572653,21.64179663865987
bible,10,25,ta,4.660263384659433,-0.9043748387368753,1.1733028295927423,16.062631593789163
bible,10,50,hi,7.206558471501927,-0.832884217322042,0.7051417447329168,6.8144295719022026
bible,10,50,si,6.128894558667541,-0.8881865009983647,1.435668145485463,20.40349554346831
bible,10,50,ta,5.50922036520536,-0.8506461669184987,0.8427377405817918,13.080265964190016
