train set size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
1,flores,2.8105847725067314,-7.191860737045865e-10,7.654904112861749e-07,2.0970154416106903e-07,2.375887594639482,2.390441870037107
1,bible,8.870784293828834,-1.2781434424107336e-09,-0.00031121366140983675,9.162848388927609e-05,8.402739498662477,8.453622816646272
1,gov,8.442415754168225,2.8632215543056025,0.027482120240051255,-2.4563019260954184e-09,9.623701710475508,9.685346531210811
10,flores,7.009789479851388,-0.0002912345710140877,0.0001098675323201051,-7.337181656815669e-09,5.3950833105259255,5.427976958532635
10,bible,12.680063397534177,4.13605756029151,0.4390473178788013,6.992026632186392e-09,13.07555960170972,13.157072798236518
10,gov,15.240204149771136,5.66215895092135,-1.2564942990399e-09,-0.09780560497369371,16.94139546147714,17.044387055629524
25,flores,8.399948319687818,1.1434335163273924e-05,-1.4860957019021695e-07,-0.000310061578128871,6.475105961300193,6.5148319117620135
25,bible,16.404167254506618,1.378802621612526,-2.3531908092618602e-07,-7.440869355167122e-06,14.900018749363051,14.994034433969151
25,gov,15.925901448479232,7.175679032685446,2.489039968044944,-3.286947683333717e-09,18.81523978887432,18.93035530768567
50,flores,14.152925556717928,-5.480886672032208e-09,-0.006838004299865924,-6.400863228419206e-06,3.4188242301047236,3.8042492931150185
50,bible,2.1166828641989843,-2.672367758980827e-09,-6.0124167950759e-08,1.058348655077483e-08,0.8744830488831994,0.9722970856396089
50,gov,-0.011602115749035134,87.31858027509986,1.055679515393035e-08,0.19319604983524602,4.530141871819888,5.590381909518233
