c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
11.748109299496269,0.36583350864526354,-0.003576585566672866,-46.386180152691054,-28.59568145116413,5.8815069033522,2.288917716854506,3.7424661050590267,-3.317838575785114e-08,1.3214487762311673,-2.123614937000232,7.708310161199783,5.109864743458374,5.335425727566799,-0.4359307015893531,1.3435984159803749,-1.7069009846143883,4.887332226784091,4.831606652777067
