,vars,splits,model,trial,mean,min,25%,50%,75%,max
198,pho,none,poly3,none:pho:poly3,13.901296321836044,13.901296321836044,13.901296321836044,13.901296321836044,13.901296321836044,13.901296321836044
199,pho,none,exp,none:pho:exp,13.962296246403277,13.962296246403277,13.962296246403277,13.962296246403277,13.962296246403277,13.962296246403277
200,pho,none,log,none:pho:log,13.905320810627677,13.905320810627677,13.905320810627677,13.905320810627677,13.905320810627677,13.905320810627677
201,pho,none,power,none:pho:power,14.077575738960611,14.077575738960611,14.077575738960611,14.077575738960611,14.077575738960611,14.077575738960611
202,pho,none,hybrid_mult,none:pho:hybrid_mult,14.276252044778442,14.276252044778442,14.276252044778442,14.276252044778442,14.276252044778442,14.276252044778442
203,pho,train,linear,train:pho:linear,13.53931003854678,12.274705301076098,12.907007669811438,13.53931003854678,14.17161240728212,14.80391477601746
204,pho,train,poly2,train:pho:poly2,13.638317848993307,12.354798342842791,12.996558095918049,13.638317848993307,14.280077602068562,14.92183735514382
205,pho,train,poly3,train:pho:poly3,13.548060692741654,12.287891438115986,12.91797606542882,13.548060692741654,14.178145320054487,14.80822994736732
206,pho,train,exp,train:pho:exp,13.509946381066465,12.184832273484412,12.847389327275438,13.509946381066465,14.172503434857491,14.835060488648518
207,pho,train,log,train:pho:log,13.557940116126943,12.236665592402062,12.897302854264503,13.557940116126943,14.218577377989384,14.879214639851824
208,pho,train,power,train:pho:power,13.6859240313746,12.30887179186799,12.997397911621295,13.6859240313746,14.374450151127906,15.062976270881212
209,pho,train,hybrid_mult,train:pho:hybrid_mult,14.003003911809332,12.702274019742214,13.352638965775773,14.003003911809332,14.65336885784289,15.30373380387645
210,pho,size,linear,size:pho:linear,13.870656406869134,8.46515157132182,12.41251825439776,14.515767023813499,15.973905176284875,17.985940008527724
211,pho,size,poly2,size:pho:poly2,13.915071283056163,8.533005018121072,12.42004311873694,14.56535989084827,16.060388055167493,17.996560332407036
212,pho,size,poly3,size:pho:poly3,13.879009385731926,8.522287124146999,12.410186227317313,14.503761054082212,15.972584212496823,17.98622831061628
213,pho,size,exp,size:pho:exp,13.880244868348758,8.192546594605306,12.439774765532889,14.684827783126766,16.125297885942633,17.95877731253619
214,pho,size,log,size:pho:log,13.936346264350009,8.452837481951635,12.382287759963878,14.496569961300633,16.050628465686763,18.29940765284713
215,pho,size,power,size:pho:power,14.121749643315871,8.459036721992529,12.58456691154941,14.786371508538892,16.323554240305352,18.455218834193168
216,pho,size,hybrid_mult,size:pho:hybrid_mult,14.46730528834053,8.729508302409156,12.80374316438968,14.934606236318011,16.59816836026886,19.270500378316942
217,pho,test,linear,test:pho:linear,12.330370497580041,6.191303164510998,9.827620782061832,13.463938399612667,15.399904164114563,17.33586992861646
218,pho,test,poly2,test:pho:poly2,12.339563248593791,6.3172271072392965,9.84772052375544,13.378213940271582,15.35073131927104,17.323248698270497
219,pho,test,poly3,test:pho:poly3,12.3760147357289,6.225257185020216,9.901140093682699,13.57702300234518,15.45139351108324,17.3257640198213
220,pho,test,exp,test:pho:exp,12.324299832549551,6.081974777952761,9.680999659140959,13.280024540329157,15.445462359847944,17.610900179366734
221,pho,test,log,test:pho:log,12.335338163371915,6.145345336615349,9.837370436307122,13.529395535998894,15.430334576750196,17.3312736175015
222,pho,test,power,test:pho:power,12.424965737426609,6.120930077383131,9.743564065950702,13.366198054518271,15.576983567448345,17.787769080378418
223,pho,test,hybrid_mult,test:pho:hybrid_mult,12.579335162486148,6.329906480622041,10.066530550425565,13.803154620229089,15.7040495034182,17.604944386607315
224,pho,train+size,linear,train+size:pho:linear,13.184867394616777,8.093106958200469,10.727013249167772,14.291481909718271,15.234758193767721,17.985940008527724
225,pho,train+size,poly2,train+size:pho:poly2,13.211311977026222,8.150727993068598,10.753199744282012,14.355575150936442,15.234960437103723,17.996560332407036
226,pho,train+size,poly3,train+size:pho:poly3,13.197948498331652,8.096364821979204,10.762161711345453,14.30910264639235,15.234810143321411,17.98622831061628
227,pho,train+size,exp,train+size:pho:exp,13.12322110350443,7.916124385945623,10.569170913924882,14.483677693691911,15.182813252253766,17.95877731253619
228,pho,train+size,log,train+size:pho:log,13.220525581366303,8.09265094639094,10.70636815069275,14.265893447255126,15.236495360842717,18.29940765284713
229,pho,train+size,power,train+size:pho:power,13.408650377851538,8.012096748562207,10.775334488816778,14.451730427274232,15.695418828648803,18.455218834193168
230,pho,train+size,hybrid_mult,train+size:pho:hybrid_mult,13.781938619265214,8.192442327099547,11.034258222047548,14.564346340100665,16.188882422622118,19.270500378316942
231,pho,train+test,linear,train+test:pho:linear,4.903603780416926,1.3576941236277535,2.245978316995754,4.0273197742617235,7.108152085068381,10.221994990439326
232,pho,train+test,poly2,train+test:pho:poly2,4.833095623216447,1.3576941236277535,2.245978316995754,4.027173318231043,6.799965907475891,10.210056225400676
233,pho,train+test,poly3,train+test:pho:poly3,5.005035576284733,1.3576941236277535,2.245978316995754,4.027238814616209,7.124500537353102,10.80889577546056
234,pho,train+test,exp,train+test:pho:exp,5.155222202316242,1.3576941236277535,2.245978316995754,4.050405812281358,7.811178408029246,10.763555707194556
235,pho,train+test,log,train+test:pho:log,4.905109747206598,1.3576941236277535,2.245978316995754,4.027147182965664,7.12476280836507,10.20911328184319
236,pho,train+test,power,train+test:pho:power,5.352367120818005,1.3576941236277535,2.245978316995754,4.040979210078957,8.013817773973749,11.68880819988233
237,pho,train+test,hybrid_mult,train+test:pho:hybrid_mult,4.945194703938703,0.7505553499465134,1.4508677945528736,4.062075065614233,8.011928781002476,10.887450685459594
238,pho,size+test,linear,size+test:pho:linear,9.282879899951125,2.335950912726264,5.132194227129649,7.909541058365598,14.081776253798397,18.826077530416867
239,pho,size+test,poly2,size+test:pho:poly2,9.292693494873413,2.335950912726264,5.217070780457433,7.875789186556178,14.07014682990844,18.827594383384596
240,pho,size+test,poly3,size+test:pho:poly3,9.282598575516124,2.335950912726264,5.137965224542752,7.875103458248514,14.10256472843329,18.83025998503172
241,pho,size+test,exp,size+test:pho:exp,13.187243154467604,2.335950912726264,6.474012639547128,9.303782385068816,15.975834573438942,46.5067499640293
242,pho,size+test,log,size+test:pho:log,9.207544295772385,2.335950912726264,5.0298307385865515,7.821128652962541,14.103360125523642,18.824238394839867
243,pho,size+test,power,size+test:pho:power,9.872097423922591,2.335950912726264,5.18094373182593,9.48612017173173,14.437035858703585,19.06925519405018
244,pho,size+test,hybrid_mult,size+test:pho:hybrid_mult,9.599263224257301,1.457166199626293,5.419296173563839,8.27661007699075,15.264365676994574,18.82784956153377
245,pho,train+size+test,linear,train+size+test:pho:linear,3.12498605766264,0.74565407529229,2.335950912726264,3.0324923825836647,4.255530586143264,5.603660621021635
246,pho,train+size+test,poly2,train+size+test:pho:poly2,3.2007723052343513,0.74565407529229,2.335950912726264,2.987797622469292,4.328790797906061,5.716829358792015
247,pho,train+size+test,poly3,train+size+test:pho:poly3,3.1923838879510833,0.74565407529229,2.335950912726264,3.57624724675487,4.230907771244129,5.611355284239107
248,pho,train+size+test,exp,train+size+test:pho:exp,5.841603761891213,0.74565407529229,2.241786172621017,2.874369496080836,6.103830613766079,46.5067499640293
249,pho,train+size+test,log,train+size+test:pho:log,3.105181656029744,0.74565407529229,2.335950912726264,2.874369496080836,4.277498610432828,5.610996321974055
250,pho,train+size+test,power,train+size+test:pho:power,4.2170639762150754,0.74565407529229,2.335950912726264,2.874369496080836,6.619820680209409,11.223095635557597
251,pho,train+size+test,hybrid_mult,train+size+test:pho:hybrid_mult,3.55632493717532,0.5253570214625478,1.457166199626293,2.8844468492637927,6.172043615718679,7.287797826549209
252,syn,none,linear,none:syn:linear,13.89712621981044,13.89712621981044,13.89712621981044,13.89712621981044,13.89712621981044,13.89712621981044
253,syn,none,poly2,none:syn:poly2,13.901171592695423,13.901171592695423,13.901171592695423,13.901171592695423,13.901171592695423,13.901171592695423
254,syn,none,poly3,none:syn:poly3,13.950564586597135,13.950564586597135,13.950564586597135,13.950564586597135,13.950564586597135,13.950564586597135
255,syn,none,exp,none:syn:exp,13.779493221621273,13.779493221621273,13.779493221621273,13.779493221621273,13.779493221621273,13.779493221621273
256,syn,none,log,none:syn:log,13.85118152412606,13.85118152412606,13.85118152412606,13.85118152412606,13.85118152412606,13.85118152412606
257,syn,none,power,none:syn:power,14.015886366324033,14.015886366324033,14.015886366324033,14.015886366324033,14.015886366324033,14.015886366324033
258,syn,none,hybrid_mult,none:syn:hybrid_mult,13.716465340108195,13.716465340108195,13.716465340108195,13.716465340108195,13.716465340108195,13.716465340108195
259,syn,train,linear,train:syn:linear,13.520044352021422,12.237194159036862,12.878619255529141,13.520044352021422,14.161469448513701,14.80289454500598
260,syn,train,poly2,train:syn:poly2,13.551518922938193,12.298292889063198,12.924905906000696,13.551518922938193,14.178131939875689,14.804744956813186
261,syn,train,poly3,train:syn:poly3,13.520171869897997,12.237436788247509,12.878804329072754,13.520171869897997,14.16153941072324,14.802906951548485
262,syn,train,exp,train:syn:exp,13.334309105987682,12.04360974290179,12.688959424444736,13.334309105987682,13.97965878753063,14.625008469073576
263,syn,train,log,train:syn:log,13.490508729972369,12.23644805723314,12.863478393602755,13.490508729972369,14.117539066341983,14.744569402711598
264,syn,train,power,train:syn:power,13.613175536512337,12.233223345176436,12.923199440844385,13.613175536512337,14.303151632180288,14.993127727848238
265,syn,train,hybrid_mult,train:syn:hybrid_mult,13.721859133687108,12.236462126823136,12.979160630255123,13.721859133687108,14.464557637119093,15.20725614055108
266,syn,size,linear,size:syn:linear,13.870413802415998,8.453460185698484,12.39731169080572,14.514552112632636,15.987654224242913,17.999090798700237
267,syn,size,poly2,size:syn:poly2,13.87487580170352,8.500192167179026,12.419766302915745,14.521730930973153,15.97684042976093,17.95584917768876
268,syn,size,poly3,size:syn:poly3,13.883021349560535,8.442539621256502,12.40003060086511,14.555460566705378,16.038451315400803,17.978624643574882
269,syn,size,exp,size:syn:exp,13.714376940936962,8.150401962653298,12.27816089876059,14.47448216604407,15.910698208220444,17.758141469006414
270,syn,size,log,size:syn:log,13.867758981256229,8.453323644772185,12.399157743539408,14.515823932437966,15.984425170154786,17.986064415376795
271,syn,size,power,size:syn:power,13.971596257260083,8.313935001897853,12.464177522705567,14.676894205602736,16.184312940157255,18.21866161593701
272,syn,size,hybrid_mult,size:syn:hybrid_mult,13.95954956768,8.46455338062156,12.400159918181343,14.516659994503977,16.07604964400263,18.34032490109048
273,syn,test,linear,test:syn:linear,12.32506143158613,6.2331287754793765,9.822775158743731,13.412421542008085,15.371027759639507,17.32963397727093
274,syn,test,poly2,test:syn:poly2,12.383352255424635,6.232982931830193,9.880747515706101,13.528512099582011,15.458536917221856,17.388561734861703
275,syn,test,poly3,test:syn:poly3,12.308062488216109,6.232823408556702,9.820682284358085,13.408541160159468,15.345682028045815,17.28282289593216
276,syn,test,exp,test:syn:exp,12.1414404694252,6.092426765324662,9.552980004958453,13.013533244592246,15.165947321475473,17.3183613983587
277,syn,test,log,test:syn:log,12.329312756335531,6.23305739997268,9.826103961889945,13.41915052380721,15.377440434516952,17.335730345226697
278,syn,test,power,test:syn:power,12.306100086723688,5.840152653390264,9.576556652452823,13.312960651515382,15.539073803390403,17.765186955265424
279,syn,test,hybrid_mult,test:syn:hybrid_mult,12.329202717510801,6.232799250739314,9.825922324449532,13.419045398159753,15.377404450896547,17.33576350363334
280,syn,train+size,linear,train+size:syn:linear,13.177132416270256,8.090429702563922,10.72361941405109,14.296279824529783,15.203443879997831,17.999090798700237
281,syn,train+size,poly2,train+size:syn:poly2,13.190723275485231,8.093523557855786,10.721295818960723,14.292035870230084,15.275531342350273,17.95584917768876
282,syn,train+size,poly3,train+size:syn:poly3,13.22732637302733,8.15628347656789,10.785085604763482,14.30317166069282,15.291516810414375,17.978624643574882
283,syn,train+size,exp,train+size:syn:exp,12.968597078840146,7.821451583824742,10.441983746323174,14.251906933986255,15.032356036208636,17.758141469006414
284,syn,train+size,log,train+size:syn:log,13.170494905935856,8.093151477664362,10.674811157838613,14.295629301465274,15.234498415683667,17.986064415376795
285,syn,train+size,power,train+size:syn:power,13.24002340351672,7.967383760339604,10.62628710527077,14.414266314722518,15.41363896153819,18.21866161593701
286,syn,train+size,hybrid_mult,train+size:syn:hybrid_mult,13.33678135395981,7.98285749001725,10.727611536506165,14.194620629512627,15.692221692042985,18.34032490109048
287,syn,train+test,linear,train+test:syn:linear,4.897260199454089,1.3576941236277535,2.245978316995754,4.031791682233527,7.1000726669048175,10.188743518251318
288,syn,train+test,poly2,train+test:syn:poly2,4.868465851144719,1.3576941236277535,2.245978316995754,3.9999398305525053,7.122221492698893,10.02891479624436
289,syn,train+test,poly3,train+test:syn:poly3,5.03457063269697,1.3576941236277535,2.245978316995754,4.039635416756477,7.581271148303746,10.360549829812769
290,syn,train+test,exp,train+test:syn:exp,4.702939568233217,1.3576941236277535,2.245978316995754,4.060015414182889,6.829263358977418,9.346267165563471
291,syn,train+test,log,train+test:syn:log,4.905690064978862,1.3576941236277535,2.245978316995754,4.027109378058125,7.126548882033007,10.210264163462906
292,syn,train+test,power,train+test:syn:power,5.193366234960602,1.3576941236277535,2.245978316995754,3.6717917339048713,7.868173180925393,11.42124564370117
293,syn,train+test,hybrid_mult,train+test:syn:hybrid_mult,4.5357647693022605,0.7505553499465134,1.4508677945528736,3.7532499454276973,7.165362342469379,9.971393155933782
294,syn,size+test,linear,size+test:syn:linear,9.261630492391527,2.335950912726264,5.130836625512428,7.868007767514962,14.067451792357188,18.825567903950507
295,syn,size+test,poly2,size+test:syn:poly2,9.214084870738471,2.335950912726264,4.4351370823682075,7.872207984810418,14.145605236001668,18.79302134538346
296,syn,size+test,poly3,size+test:syn:poly3,9.24221025904338,2.335950912726264,4.740864100246402,7.944445457662544,14.060150140169856,18.83148736698297
297,syn,size+test,exp,size+test:syn:exp,9.068306158252431,2.335950912726264,4.524662885691237,7.629924160898426,13.720842832869149,18.935439566893518
298,syn,size+test,log,size+test:syn:log,9.271614148282087,2.335950912726264,5.137890759823028,7.85256400630948,14.084867393276598,18.827641964244183
299,syn,size+test,power,size+test:syn:power,9.150076526556466,1.775966026463245,4.923627024631357,7.635398751407717,14.248262944248374,19.14559711382389
300,syn,size+test,hybrid_mult,size+test:syn:hybrid_mult,9.221285055190105,1.457166199626293,4.962715305984788,7.876220304192165,14.612485885893117,18.82764218131832
301,syn,train+size+test,linear,train+size+test:syn:linear,3.1291925780348273,0.74565407529229,2.335950912726264,2.988026203617003,4.278753734415579,5.601850485532008
302,syn,train+size+test,poly2,train+size+test:syn:poly2,3.0910890406063833,0.74565407529229,2.335950912726264,2.9943875659494266,4.225188011539021,5.071630720574091
303,syn,train+size+test,poly3,train+size+test:syn:poly3,3.129996627618707,0.74565407529229,2.335950912726264,2.987590912199199,4.474757934800318,5.08188711851064
304,syn,train+size+test,exp,train+size+test:syn:exp,2.824079456906442,0.74565407529229,2.335950912726264,2.874369496080836,3.50468556095628,5.143609742751442
305,syn,train+size+test,log,train+size+test:syn:log,3.1245665423304096,0.74565407529229,2.335950912726264,2.987973827443964,4.26114560406749,5.611255997946142
306,syn,train+size+test,power,train+size+test:syn:power,3.4800885762431726,0.74565407529229,1.775966026463245,2.754269413111216,5.669955730694406,7.140956006646124
307,syn,train+size+test,hybrid_mult,train+size+test:syn:hybrid_mult,2.8269727617590252,0.5253570214625478,1.457166199626293,3.005434821008659,4.261628160001161,5.61130303985984
308,gen,none,linear,none:gen:linear,13.898818060286194,13.898818060286194,13.898818060286194,13.898818060286194,13.898818060286194,13.898818060286194
309,gen,none,poly2,none:gen:poly2,13.812512963157502,13.812512963157502,13.812512963157502,13.812512963157502,13.812512963157502,13.812512963157502
310,gen,none,poly3,none:gen:poly3,13.93364368281194,13.93364368281194,13.93364368281194,13.93364368281194,13.93364368281194,13.93364368281194
311,gen,none,exp,none:gen:exp,13.88750678403707,13.88750678403707,13.88750678403707,13.88750678403707,13.88750678403707,13.88750678403707
312,gen,none,log,none:gen:log,13.901243525643592,13.901243525643592,13.901243525643592,13.901243525643592,13.901243525643592,13.901243525643592
313,gen,none,power,none:gen:power,13.895176284691567,13.895176284691567,13.895176284691567,13.895176284691567,13.895176284691567,13.895176284691567
314,gen,none,hybrid_mult,none:gen:hybrid_mult,13.897820744003754,13.897820744003754,13.897820744003754,13.897820744003754,13.897820744003754,13.897820744003754
315,gen,train,linear,train:gen:linear,13.518628598304877,12.238649231863397,12.878638915084137,13.518628598304877,14.158618281525618,14.798607964746358
316,gen,train,poly2,train:gen:poly2,13.502387644881793,12.248842681149744,12.87561516301577,13.502387644881793,14.129160126747818,14.755932608613843
317,gen,train,poly3,train:gen:poly3,13.56411129566545,12.226658355625258,12.895384825645355,13.56411129566545,14.232837765685545,14.901564235705642
318,gen,train,exp,train:gen:exp,13.438769596973525,12.122805698241562,12.780787647607543,13.438769596973525,14.096751546339506,14.754733495705487
319,gen,train,log,train:gen:log,13.519586587452741,12.236507118498732,12.878046852975736,13.519586587452741,14.161126321929746,14.80266605640675
320,gen,train,power,train:gen:power,13.443224415854427,12.198216806500149,12.820720611177288,13.443224415854427,14.065728220531568,14.688232025208707
321,gen,train,hybrid_mult,train:gen:hybrid_mult,13.519590458009803,12.236439866706036,12.878015162357919,13.519590458009803,14.161165753661688,14.802741049313571
322,gen,size,linear,size:gen:linear,13.848743380890042,8.440940396023723,12.393851618217045,14.513922259220056,15.968814021893053,17.926188609096332
323,gen,size,poly2,size:gen:poly2,13.89034342825874,8.463451487000627,12.416242495330623,14.536258288647959,16.010359221576074,18.025405648738413
324,gen,size,poly3,size:gen:poly3,13.91606253695523,8.531706574286146,12.433425979358738,14.529247704378648,16.01188426197514,18.07404816477748
325,gen,size,exp,size:gen:exp,13.782550951571462,8.247058034505157,12.37894685124784,14.582573589551831,15.986177689875454,17.717998592677024
326,gen,size,log,size:gen:log,13.863892201572236,8.453314508827663,12.398994565565642,14.515824722763593,15.980722358770189,17.970604851934098
327,gen,size,power,size:gen:power,13.897125199663208,8.453884005873208,12.39789163854727,14.494159463036402,15.99339302415234,18.146297866706817
328,gen,size,hybrid_mult,size:gen:hybrid_mult,13.867520279974515,8.453349550736894,12.398289194664201,14.515321578107148,15.984552663417464,17.986088412946877
329,gen,test,linear,test:gen:linear,12.321315104354591,6.218504204045381,9.815934383203725,13.413364562362071,15.3727205545092,17.332076546656328
330,gen,test,poly2,test:gen:poly2,12.35130899435705,6.25174571343629,9.846509497738246,13.441273282040203,15.401090634817429,17.360907987594654
331,gen,test,poly3,test:gen:poly3,12.407944439607212,6.353269537594691,9.911543079308636,13.46981662102258,15.435281890613473,17.400747160204364
332,gen,test,exp,test:gen:exp,12.255445944821467,6.057867915278388,9.564690786608796,13.071513657939205,15.354234959593008,17.63695626124681
333,gen,test,log,test:gen:log,12.32948005171079,6.233009491479119,9.826354975457859,13.4197004594366,15.377715331826629,17.335730204216656
334,gen,test,power,test:gen:power,12.320817433124752,6.233124629169334,9.848710300877915,13.464295972586497,15.364663835102462,17.265031697618426
335,gen,test,hybrid_mult,test:gen:hybrid_mult,12.325432758917637,6.2331733074358375,9.82029324299043,13.407413178545024,15.371562484658538,17.335711790772052
336,gen,train+size,linear,train+size:gen:linear,13.165638857564156,8.08138412216041,10.71645355672926,14.293814756654577,15.212588700789622,17.926188609096332
337,gen,train+size,poly2,train+size:gen:poly2,13.227030584101298,8.10436667066901,10.77849493213623,14.308172535313409,15.2971396848579,18.025405648738413
338,gen,train+size,poly3,train+size:gen:poly3,13.248233690876132,8.121198754532925,10.78815606365746,14.32567117113811,15.32020280918475,18.07404816477748
339,gen,train+size,exp,train+size:gen:exp,13.039877284610597,7.906625302570091,10.548896464676087,14.36096755074145,15.097878308466722,17.717998592677024
340,gen,train+size,log,train+size:gen:log,13.18437274965907,8.093117933862086,10.726501492449156,14.296173472066217,15.238855002426385,17.970604851934098
341,gen,train+size,power,train+size:gen:power,13.171133911422661,8.093473312986786,10.747007991808717,14.295699602835272,15.084225306906164,18.146297866706817
342,gen,train+size,hybrid_mult,train+size:gen:hybrid_mult,13.184025548125366,8.09281667440055,10.726484747554363,14.29603975829031,15.230132248065551,17.986088412946877
343,gen,train+test,linear,train+test:gen:linear,4.902005946026761,1.3576941236277535,2.245978316995754,4.021399687785822,7.1311873545085955,10.18958774014592
344,gen,train+test,poly2,train+test:gen:poly2,4.9022239904430025,1.3576941236277535,2.245978316995754,4.061139161861402,7.214311877273536,10.02707734418934
345,gen,train+test,poly3,train+test:gen:poly3,5.0105455455783785,1.3576941236277535,2.245978316995754,4.099487395664605,7.327862787995775,10.474474482301012
346,gen,train+test,exp,train+test:gen:exp,5.112204274489636,1.3576941236277535,2.245978316995754,3.979817224887764,7.571559542095325,10.91905807800494
347,gen,train+test,log,train+test:gen:log,4.905617442864718,1.3576941236277535,2.245978316995754,4.027195312993991,7.1267945193966735,10.209386334378667
348,gen,train+test,power,train+test:gen:power,4.896361679690604,1.3576941236277535,2.245978316995754,4.02105542898537,7.029339776272904,10.291977924843838
349,gen,train+test,hybrid_mult,train+test:gen:hybrid_mult,4.549596875948642,0.7505553499465134,1.4508677945528736,3.6755806800526813,7.126537641384609,10.209711084425116
350,gen,size+test,linear,size+test:gen:linear,9.245358267372305,2.335950912726264,5.101678581844295,7.867604440934566,14.113994472220813,18.82760840669348
351,gen,size+test,poly2,size+test:gen:poly2,9.278917011342793,2.335950912726264,5.167507477131626,7.911524811471166,14.119021975496654,18.8495854798215
352,gen,size+test,poly3,size+test:gen:poly3,9.315517824407392,2.335950912726264,5.284798168816451,7.980321308837048,14.135613917070579,18.876392981357142
353,gen,size+test,exp,size+test:gen:exp,10.26453184906255,2.335950912726264,5.967125396334076,9.277603176993168,14.840366296208064,19.382644014316345
354,gen,size+test,log,size+test:gen:log,9.350737149640755,2.335950912726264,5.217541538934099,7.875348377517138,14.08513457232354,18.82771206311582
355,gen,size+test,power,size+test:gen:power,10.33233200413778,2.335950912726264,5.217524935901352,9.417361803357869,15.766215811972435,18.827653066428677
356,gen,size+test,hybrid_mult,size+test:gen:hybrid_mult,9.138653628635486,1.457166199626293,5.102566318244812,7.847341381753452,14.085053608576471,18.827643415637574
357,gen,train+size+test,linear,train+size+test:gen:linear,3.1021828970145786,0.74565407529229,2.335950912726264,2.941525929256472,4.2481441313070425,5.611143609353151
358,gen,train+size+test,poly2,train+size+test:gen:poly2,3.2053978202429882,0.74565407529229,2.335950912726264,2.913375860802051,4.381821784782361,5.658778919635647
359,gen,train+size+test,poly3,train+size+test:gen:poly3,3.2573967416545195,0.74565407529229,2.335950912726264,3.080641797438957,4.301736655048873,5.807971487517643
360,gen,train+size+test,exp,train+size+test:gen:exp,4.137662710840091,0.74565407529229,2.335950912726264,2.874369496080836,5.678838308296082,14.704776165285084
361,gen,train+size+test,log,train+size+test:gen:log,3.1716887828276477,0.74565407529229,2.335950912726264,2.987920617720449,4.261205328758748,6.53280974797998
362,gen,train+size+test,power,train+size+test:gen:power,3.959338112243311,0.74565407529229,2.335950912726264,2.987809743117777,4.310510684055403,18.82180991122487
363,gen,train+size+test,hybrid_mult,train+size+test:gen:hybrid_mult,2.8546214117322743,0.5253570214625478,1.457166199626293,3.5762305261818983,4.261648577335717,5.611344915599116
364,geo,none,linear,none:geo:linear,13.932224808635008,13.932224808635008,13.932224808635008,13.932224808635008,13.932224808635008,13.932224808635008
365,geo,none,poly2,none:geo:poly2,13.900657238776494,13.900657238776494,13.900657238776494,13.900657238776494,13.900657238776494,13.900657238776494
366,geo,none,poly3,none:geo:poly3,14.05853170168089,14.05853170168089,14.05853170168089,14.05853170168089,14.05853170168089,14.05853170168089
367,geo,none,exp,none:geo:exp,13.816238352884412,13.816238352884412,13.816238352884412,13.816238352884412,13.816238352884412,13.816238352884412
368,geo,none,log,none:geo:log,13.901530722026026,13.901530722026026,13.901530722026026,13.901530722026026,13.901530722026026,13.901530722026026
369,geo,none,power,none:geo:power,13.88852847714714,13.88852847714714,13.88852847714714,13.88852847714714,13.88852847714714,13.88852847714714
370,geo,none,hybrid_mult,none:geo:hybrid_mult,14.210031777235107,14.210031777235107,14.210031777235107,14.210031777235107,14.210031777235107,14.210031777235107
371,geo,train,linear,train:geo:linear,13.52221401068117,12.237352840690155,12.879783425685662,13.52221401068117,14.164644595676677,14.807075180672184
372,geo,train,poly2,train:geo:poly2,13.51921667417416,12.236281839096437,12.877749256635298,13.51921667417416,14.160684091713021,14.802151509251882
373,geo,train,poly3,train:geo:poly3,13.519488998808846,12.236313965851172,12.87790148233001,13.519488998808846,14.161076515287684,14.802664031766522
374,geo,train,exp,train:geo:exp,13.391181795389834,12.076281626099131,12.733731710744483,13.391181795389834,14.048631880035183,14.706081964680534
375,geo,train,log,train:geo:log,13.514759081887632,12.234520864237313,12.874639973062472,13.514759081887632,14.154878190712791,14.79499729953795
376,geo,train,power,train:geo:power,13.440516603040397,12.164923725073695,12.802720164057046,13.440516603040397,14.078313042023746,14.716109481007097
377,geo,train,hybrid_mult,train:geo:hybrid_mult,13.725891573903638,12.31981059624621,13.022851085074924,13.725891573903638,14.428932062732354,15.131972551561068
378,geo,size,linear,size:geo:linear,13.864477165238462,8.453324353045113,12.39936448452412,14.516099627461406,15.981212308175747,17.972385052985924
379,geo,size,poly2,size:geo:poly2,13.903092949308647,8.453319518897212,12.399948593980504,14.51649197499361,16.019636330321752,18.12606832835016
380,geo,size,poly3,size:geo:poly3,13.864152153810494,8.437237158659872,12.394778885375908,14.51568336961832,15.985056638052903,17.988004717345458
381,geo,size,exp,size:geo:exp,13.705976849752552,8.249147476168604,12.344651929953901,14.53906874096679,15.900393660765445,17.49662244090803
382,geo,size,log,size:geo:log,13.858908587251037,8.43780601635428,12.395442471129828,14.516040737158711,15.979506853279922,17.965746858332448
383,geo,size,power,size:geo:power,13.668086446608957,8.139907067505339,12.321311687883387,14.535904298758673,15.882679057484243,17.46063012141314
384,geo,size,hybrid_mult,size:geo:hybrid_mult,13.899247813342006,8.17163224131796,12.61096794913885,14.978927653463394,16.26720751766655,17.467503705123278
385,geo,test,linear,test:geo:linear,12.32915422865697,6.233387179372731,9.826568007993883,13.419748836615035,15.37703775329909,17.334326669983145
386,geo,test,poly2,test:geo:poly2,12.328356245602293,6.229743774035296,9.824675751389602,13.419607728743909,15.37766248138579,17.335717234027673
387,geo,test,poly3,test:geo:poly3,12.331695434218057,6.237249281567672,9.829721840611738,13.422194399655805,15.378918510543249,17.335642621430694
388,geo,test,exp,test:geo:exp,12.210714146495269,6.0403973962804525,9.57219800456963,13.103998612858808,15.295872521602675,17.487746430346544
389,geo,test,log,test:geo:log,12.318847017075461,6.198002820599627,9.812092233072386,13.426181645545146,15.37926911531338,17.332356585081612
390,geo,test,power,test:geo:power,12.200824061058155,5.827947892013824,9.476404009192764,13.124860126371704,15.38726214558032,17.649664164788934
391,geo,test,hybrid_mult,test:geo:hybrid_mult,12.286259199452552,5.848983669097197,9.567287430394186,13.285591191691177,15.50489696463023,17.724202737569282
392,geo,train+size,linear,train+size:geo:linear,13.165937850119002,7.960535357187842,10.726918859639019,14.29610002398116,15.239353398700025,17.972385052985924
393,geo,train+size,poly2,train+size:geo:poly2,13.228715589849488,8.093295999290461,10.726597600227773,14.38698210003543,15.270733750407409,18.12606832835016
394,geo,train+size,poly3,train+size:geo:poly3,13.18483628963194,8.093796737710873,10.726489295874057,14.296090882368086,15.23149154912552,17.988004717345458
395,geo,train+size,exp,train+size:geo:exp,13.01335971128823,7.8803884673656786,10.558880022334726,14.272756308210964,15.162995358931745,17.49662244090803
396,geo,train+size,log,train+size:geo:log,13.1604359203755,8.095725529665138,10.674099855278508,14.2962371748048,15.20857108463454,17.965746858332448
