c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
7.846539347822725,-1.2026458441393115e-09,0.10564919918937299,0.021166225920530548,2.138542215306617,-0.011660397662021321,-0.01436370778343488,-0.03655875779653826,-0.0007489279413711275,-0.016916622552632654,14.089706284964777,13.935398605570365
