train set,c0,c1,c2,rmse,kfold rmse
gov,6.969204567036452,1.0440841239056415e-09,5.909010902185897,14.751074648982389,14.842503579898766
bible,7.138403053865524,-7.445733572613442e-05,-4.734404851751744e-10,12.255774938122412,12.315480567476323
