c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-5.01170247617053,0.1592086740481912,-1.4974093416771042,9.055625880426819,1.6546843576108787,-4.6135271447951745,-0.7801504896028463,-25.467986301992635,-5.8456397928972255,6.514235477405681,6.573299976051463
