train set size,language to,c0,c1,rmse,kfold rmse
1,ka,29.896691440741748,-5.979964387552963,1.7021955304729877,1.7852865311761017
1,gu,32.84974219986548,-3.934387033340699,4.297044619177258,4.426460035545651
1,hi,40.96985603248808,-4.919481284493696,2.755700384232385,2.8658705971718006
1,si,75.04845541020644,-7.305856170392968,0.7383452299871505,0.7399189927875897
1,ta,40.90150121312354,-5.568455508659729,2.695975790613621,2.8396368743654725
10,ka,51.157489564355934,-4.82926805562438,4.329304128300016,4.4940818982853346
10,gu,45.631553813633694,-3.706395647459767,5.832048698643907,5.987057104112122
10,hi,53.977268957584315,-4.463007280315949,3.9427489545492027,4.061444972759652
10,si,77.24552176504466,-6.082465374565994,2.0054237654086764,2.024168996854388
10,ta,58.04261418649321,-5.8045663952307756,2.825172768736237,2.959772608198786
25,ka,52.231374462827915,-4.72476527223036,4.77693925531807,4.907866339471011
25,gu,50.03263285977685,-3.6058889059128245,6.412641171570347,6.568038946529888
25,hi,55.94426631067055,-4.484222111656988,4.305344671210084,4.392045322479952
25,si,84.85844069887163,-6.222500036479744,2.325638205819147,2.3313976565789507
25,ta,59.42491246758795,-5.666040589962373,2.771711839979745,2.8672481860926293
50,hi,70.26239766900568,-4.438950842604183,2.7755682457649318,2.7981443132298764
50,si,80.39639398690477,-5.066928472444679,1.7942202124289943,1.7958809801853899
50,ta,64.69719842762339,-4.807216313873611,1.614140475102849,1.6161842148008163
