train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,c4,c5,rmse,loo rmse
cc_align,25,gov,1,flores,34.22894812791154,-46.15934609133452,0.0,0.0,0.0,0.0,1.7923451870869476,1.886450962621327
cc_align,25,gov,1,bible,4.682774422412547,-5.904898937656378,0.0,0.0,0.0,0.0,0.7206484222703585,0.7379714688584444
cc_align,25,gov,1,gov,5.422756700425122,28.916355221965222,0.0,0.0,0.0,0.0,2.6884404152639245,3.2178680192205427
cc_align,25,gov,10,flores,58.27664256530886,-76.11666597840369,0.0,0.0,0.0,0.0,2.4919495148187742,2.669156313654997
cc_align,25,gov,10,bible,8.24910577699023,-9.462617248933823,0.0,0.0,0.0,0.0,0.8740729228023324,0.9885509004066747
cc_align,25,gov,10,gov,6.533977322431123,48.64402558059811,0.0,0.0,0.0,0.0,3.5553849651686327,4.879360984573473
cc_align,25,gov,25,flores,62.96745577289827,-81.25086484796564,0.0,0.0,0.0,0.0,2.498302943499025,2.686534183468241
cc_align,25,gov,25,bible,7.030280218965471,-6.599798581488553,0.0,0.0,0.0,0.0,1.0390350267441049,1.1360074509987919
cc_align,25,gov,25,gov,3.5037152052695237,59.91617713659957,0.0,0.0,0.0,0.0,3.9251326520818717,5.526712907931374
cc_align,25,gov,50,flores,62.510269875247936,-79.30283427271084,0.0,0.0,0.0,0.0,0.974526276476752,1.9868225576958218
cc_align,25,gov,50,bible,6.761927663691609,-5.852464328958595,0.0,0.0,0.0,0.0,0.5418806284879811,1.1047632450767233
cc_align,25,gov,50,gov,8.997417876283356,57.08764474142626,0.0,0.0,0.0,0.0,4.950838038555375,10.093558346222713
cc_align,25,bible,1,flores,6.367131340080383,-7.958628427290353,0.0,0.0,0.0,0.0,0.637007126888064,0.6479049267087141
cc_align,25,bible,1,bible,13.43755803767524,8.155262216676268,0.0,0.0,0.0,0.0,2.7004185277912476,2.8905724557560513
cc_align,25,bible,1,gov,7.144979986273687,-10.478731819748301,0.0,0.0,0.0,0.0,0.3689202981971539,0.36974037205116606
cc_align,25,bible,10,flores,8.86273062509284,-10.270265865853412,0.0,0.0,0.0,0.0,0.8937317120878538,0.8945504577512303
cc_align,25,bible,10,bible,16.445626049686418,19.362056765507116,0.0,0.0,0.0,0.0,3.481884366247742,3.8218635455008356
cc_align,25,bible,10,gov,6.529620531414865,-8.235714518624695,0.0,0.0,0.0,0.0,0.839845907997747,0.8733178078103356
cc_align,25,bible,25,flores,7.09646930462028,-6.849088756936373,0.0,0.0,0.0,0.0,1.0037322638244162,1.0065090226800426
cc_align,25,bible,25,bible,19.734625278165808,20.574489411554957,0.0,0.0,0.0,0.0,3.4681465945963668,3.7889251890173674
cc_align,25,bible,25,gov,6.457695142500081,-7.53327815933429,0.0,0.0,0.0,0.0,0.9135819553466664,0.9369748024807986
cc_align,100,gov,1,flores,37.18283424708083,-49.04784682562169,0.0,0.0,0.0,0.0,1.499812940755482,1.5423027450801126
cc_align,100,gov,1,bible,5.5152115083631745,-6.881047865784229,0.0,0.0,0.0,0.0,0.6863428392401536,0.7079191310473244
cc_align,100,gov,1,gov,8.58531257921759,26.285912789273215,0.0,0.0,0.0,0.0,2.218259076369481,2.6808266606599935
