c0,"c1,1","c1,2",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
-1.3452934467522188,14.608031624010827,-6.263531004850827,-18.416329619850327,2.1039132198859685,2.717678573336023,0.27110790548027575,0.5905301657954802,0.3860130459791763,0.3750865125412739,1.7161157176274962,3.5082986813269685,-6.990036014670337,-12.070696988846537,1.1470848960111133,0.9647220116643408,4.646491290498261,4.703019957168378
