train set,test set,c0,c1,rmse,kfold rmse
gov,flores,8.400100803675194,-3.349341536529647e-09,5.772400462641916,5.782705006111069
gov,bible,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,30.244266537171537,-3.880315695194156e-09,10.082329031613614,10.209386334378669
bible,flores,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,22.973682033632105,-1.2738041419695904e-09,7.539996386493611,7.574824357158542
bible,gov,0.0,0.0,1.3576941236277535,1.3576941236277535
