train set,test set,c0,c1,rmse,kfold rmse
gov,flores,-5.294083552537824e-10,-2.350731418893266,5.173906040693904,5.179094952350115
gov,bible,0.0,0.0,1.568615808780326,1.568615808780326
gov,gov,18.243947696359115,-2.532547127402523,11.067337498553753,11.236590653139238
bible,flores,0.0,0.0,1.4116184564770562,1.4116184564770562
bible,bible,12.248960961891857,-2.3920962423901075,8.788861103673076,8.80627111981457
bible,gov,0.0,0.0,0.7505553499465134,0.7505553499465134
