,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.0],0.8056077220656612,[1.0],4.982734596479754,[0.5],9.70020400863688
kfold,[0.5],0.8085362321725542,[0.0],5.082065795415974,[0.5],9.851908062377952
