train set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,4.491900522770431,0.00021105333941445387,-1.8758460925995727e-09,0.0030777356775164907,3.6553304668181785,2.902421553514886,2.224800133733011,14.847545195087385,14.94274260104307
bible,3.3738395034090773,0.0012629850326148875,-0.03094128277318353,5.7930247096806215e-05,2.1848060389833193,0.9830257816865426,-6.633069165975547e-10,12.465146709930844,12.274850225770008
