,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[1.0],0.0,[1.0],1.154099924126434,[0.5],3.064658410038978
kfold,[-1.0],0.0,[0.5],1.2069829036853181,[-1.0],3.215024939612557
