c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
9.47052259277726,0.8811757214788367,-0.033963475118986015,0.00042278422077440933,-66.3757244269784,-2.996324150238522,-6.529211490521254,-4.593489897293843,-1.524359262938919,-2.4873837716110763,-11.283273125734608,5.1007922328122515,7.931967331938172
