,train set 1,train set 1 size,train set 2,train set 2 size,test set,sp-BLEU,linear,poly2,poly3,exp,log,power,mult,hybrid_mult,am,gm,hm
19,cc_align,25,bible,1,bible,16.9,28.31575587628002,27.603783576521124,27.401354319371816,27.633865826377278,28.632646366091155,26.69130553226105,26.753190766432144,24.95190421871473,19.811487307135742,21.055493542133906,21.36383794672618
20,cc_align,25,bible,1,gov,1.6,2.7482581509892725,0.1275230382607404,2.619189884398601,6.206772304663503,6.046327862931406,9.415983817231783,9.532259749630024,9.296166578566197,4.021651532003929,5.627747303900989,6.429906671025442
21,cc_align,25,bible,10,flores,4.5,8.147227155751516,7.77474220079705,5.954761515277925,8.798650285651275,8.38079805944897,10.321640880574702,10.372177984760958,10.077050467704634,10.487103930432006,9.849136143606216,9.693607416730782
22,cc_align,25,bible,10,bible,24.8,29.63156613617231,27.906126866488396,26.047029117489917,29.914152081174446,31.492841272611695,30.369810489918468,30.367349352116292,29.9476555499878,20.850809002087956,22.593764440702618,22.839158440661755
23,cc_align,25,bible,10,gov,3.2,2.983980930561003,0.5319160512029271,2.6458783503400696,6.295565288244319,6.148036390339591,9.459313806120766,9.57530863244776,9.321995489430474,4.207842357741519,5.736804466982868,6.504617029146964
24,cc_align,25,bible,25,flores,4.9,8.117883803769367,7.731074983311686,5.925830084261044,8.783106204791723,8.366368385014848,10.314919909841986,10.365549450413015,10.072471947428468,10.463926438017438,9.835649804561303,9.684443157515481
25,cc_align,25,bible,25,bible,28.5,29.971299721750132,27.969296331258516,25.603001162699723,30.532868139676246,32.328509894047045,31.537322773577955,31.51269062317993,31.644766457970388,21.119155052242505,23.01640655285705,23.235259792690844
26,cc_align,25,bible,25,gov,3.7,2.9591719650986548,0.48949371570748923,2.6424240776181627,6.286160652687193,6.137299653114839,9.45473033098577,9.570755066332485,9.319258619749311,4.188246450322126,5.725309296195867,6.496727698740717
27,cc_align,100,bible,1,flores,2.9,7.347131114005059,6.535424332437934,5.221461578580859,8.393294386258814,7.985889987981174,10.13269919815983,10.183032348562625,9.959816082501948,9.952775511559068,9.562621188075227,9.519805523466154
28,cc_align,100,bible,1,bible,17.1,28.313583182838894,27.60487328269481,27.401209345841636,27.628790380372692,28.632154258470283,26.69130553240136,26.753440148609908,24.95008758472027,19.804854882318267,21.053481942566,21.363417574653063
29,cc_align,100,bible,1,gov,2.0,2.7722430545470758,0.13599709933865256,2.6362597193548893,6.219370785575079,6.053230588469942,9.41598381723096,9.531013469147844,9.300331979771132,4.094868520001555,5.68146555829113,6.475976659136627
30,cc_align,100,bible,10,flores,5.1,8.190380306463958,7.8084769741467,5.996306301658054,8.830808728993654,8.395166190013535,10.321640880574687,10.369355452981402,10.08794388211958,10.618834446260799,9.946325658093603,9.77731710812414
31,cc_align,100,bible,10,bible,25.2,29.629393442731185,27.907216572662083,26.046884143959737,29.90865782045049,31.492349164990824,30.369810490058775,30.367632423985377,29.945353918031746,20.844176577270474,22.59193445627436,22.83885215383758
32,cc_align,100,bible,10,gov,3.7,3.0079658341187994,0.5403901122808463,2.6629481852963295,6.308344000788991,6.1549391158781255,9.459313806119942,9.57405672360632,9.326196089004473,4.281059345739145,5.7903422747499675,6.550412443129282
33,cc_align,100,bible,25,flores,5.8,8.161036954481816,7.764809756661329,5.967374870641173,8.815207835619978,8.380736515579413,10.314919909841972,10.362728722425187,10.083352364901366,10.595656953846238,9.9328857256282,9.768223279728918
34,cc_align,100,bible,25,bible,28.7,29.969127028309003,27.970386037432203,25.602856189169547,30.527260240854506,32.32801778642617,31.53732277371826,31.512984371446578,31.642300066946802,21.11252262742503,23.014626467446117,23.234981066877893
35,cc_align,100,bible,25,gov,4.2,2.983156868656458,0.4979677767854014,2.659493912574451,6.298920275741269,6.1442023786533735,9.454730330984946,9.569503752839967,9.323455489651948,4.261463438319758,5.778866123940112,6.5425520687605285
36,gov,1,bible,1,flores,3.1,7.18128364861164,6.410211556032024,5.064170438556333,8.276432147100387,7.9312029689814345,10.13269919815991,10.193586274572414,9.91989363466551,9.446504896216211,9.185841929775027,9.193154747459246
37,gov,1,bible,1,bible,15.8,28.53436830138192,27.50466549172339,27.424976420461174,28.149343644730415,28.68276497952915,26.691305522381274,26.727804653179195,25.137845727497087,20.478829715507132,21.259125806533156,21.406987318446436
38,gov,1,bible,1,gov,4.9,6.378036993292696,4.264295139769622,6.64122395044334,8.436021518110035,7.492595587616515,9.415983817223701,9.274664982229439,10.305466465081746,15.102016032554033,15.145706744749184,15.378629988527607
39,gov,1,bible,10,flores,5.5,8.024532841070545,7.68326419774079,5.839015161633528,8.707854852463415,8.340479171013795,10.321640880574767,10.380102488488506,10.046646483989452,10.112563830917942,9.574613582784735,9.458351741833177
40,gov,1,bible,10,bible,24.4,29.850178561274213,27.807008781690662,26.070651218579275,30.472166003278996,31.54295988604969,30.36981048003869,30.338533762358225,30.183239008116594,21.518151410459346,22.779011981458968,22.87061737139853
41,gov,1,bible,10,gov,10.4,6.613759772864427,4.668688152711809,6.667912416384809,8.556705745495357,7.5943041150247,9.459313806112684,9.316550534709194,10.33982413659897,15.288206858291623,15.222791840628076,15.40947514615403
42,gov,1,bible,25,flores,6.1,7.995189489088396,7.639596980255419,5.810083730616661,8.692471174791775,8.326049496579673,10.314919909842052,10.37346888983823,10.042104238732252,10.089386338503381,9.56099616321007,9.448988090237624
43,gov,1,bible,25,bible,28.6,30.189912146852034,27.87017824646078,25.62662326378908,31.10242349452931,32.37862850748505,31.537322763698178,31.482788218638753,31.897213824677248,21.786497460613894,23.196602864704992,23.263892782703337
44,gov,1,bible,25,gov,11.0,6.588950807402078,4.626265817216371,6.664458143662959,8.543923303344183,7.583567377799948,9.454730330977688,9.312120021766523,10.336183546796907,15.26861095087223,15.214666685734812,15.40621481526513
45,gov,10,bible,1,flores,3.4,7.87577020475009,7.0146062595789545,5.763929597750407,8.776919204874131,8.170447477164814,10.132699198159772,10.147495606992036,10.09777056610407,11.56651399788987,10.798294199373768,10.613115535614252
46,gov,10,bible,1,bible,17.0,28.743816978391838,27.429254987257494,27.46407023479513,28.652230927402258,28.73194032947534,26.691305517913232,26.702919735621148,25.32208342532405,21.118198609936833,21.456559960835254,21.449974535480845
47,gov,10,bible,1,gov,3.9,7.070198292647028,5.705530325768336,7.62995428471752,8.944400675471961,7.934316577141503,9.415983817223701,9.19738654155008,10.675692630766388,17.21492699027879,17.453076799367704,17.698318761190166
48,gov,10,bible,10,flores,5.6,8.719019397208989,8.287658901287728,6.538774320827601,9.23443062535332,8.579723679197176,10.321640880574629,10.333168481127366,10.230649591361013,12.232572932591602,11.165380500722392,10.845716703400065
49,gov,10,bible,10,bible,24.8,30.05962723828413,27.731598277224762,26.10974503291323,31.016550446195943,31.59213523599588,30.369810475570652,30.310287076133722,30.416663778389736,22.157520304889044,22.958621001933565,22.901997353880454
50,gov,10,bible,10,gov,9.2,7.305921072218759,6.109923338710523,7.656642750658989,9.072357684901919,8.036025104549688,9.459313806112684,9.238923094881203,10.713178778167507,17.401117816016374,17.522411138279534,17.720904038465452
51,gov,10,bible,25,flores,6.4,8.689676045226847,8.24399168380235,6.50984288981072,9.21811667586422,8.565294004763054,10.314919909841914,10.326564876532377,10.225887811839101,12.20939544017704,11.152522649212699,10.837497922214059
52,gov,10,bible,25,bible,28.2,30.39936082386195,27.79476774199488,25.66571707812304,31.658067470924504,32.42780385743123,31.537322759230136,31.453476174515252,32.147347976912144,22.4258663550436,23.371314404367013,23.29246352886134
53,gov,10,bible,25,gov,9.5,7.28111210675641,6.067501003215085,7.653188477937082,9.058804935662748,8.025288367324936,9.454730330977688,9.234529497895313,10.709206690423471,17.381521908596987,17.51510295196079,17.7185161840474
54,gov,25,bible,1,flores,3.5,7.966975584585583,7.1096078693911196,5.863480104567701,8.844857085157825,8.204010073398612,10.132699198159772,10.141046433069617,10.123402470181635,11.84493009344105,11.017186449698222,10.810224362241012
55,gov,25,bible,1,bible,17.2,28.784270898064914,27.416894576008566,27.473437769331735,28.75039123716926,28.741573456161692,26.691305517372495,26.698047658978606,25.358384213673936,21.24168937753665,21.4949639293581,21.45847108094924
56,gov,25,bible,1,gov,3.6,7.139694042194968,5.861779710905914,7.7312149747518575,8.997106659408356,7.984312208523663,9.415983817223701,9.188680543178002,10.719665099942514,17.427071660707654,17.699161830540287,17.946061353575896
57,gov,25,bible,10,flores,5.8,8.810224777044482,8.382660511099886,6.638324827644896,9.30590987993788,8.613286275430973,10.321640880574629,10.326601304034082,10.257164271820018,12.510989028142781,11.38132893961523,11.038467820049444
58,gov,25,bible,10,bible,24.8,30.100081157957206,27.719237865975835,26.119112567449836,31.12281073033985,31.601768362682233,30.36981047502991,30.304756817901488,30.462656011690793,22.281011072488873,22.993557708771895,22.90820434258167
59,gov,25,bible,10,gov,8.8,7.375416821766699,6.266172723848101,7.757903440693326,9.125817671295074,8.086020735931848,9.459313806112684,9.230177779126514,10.757522822402674,17.613262486445244,17.76766953773518,17.967840279050407
60,gov,25,bible,25,flores,6.6,8.78088142506234,8.338993293614514,6.609393396628015,9.289469652067783,8.59885660099685,10.314919909841912,10.320001896316448,10.252370857610183,12.487811535728213,11.368574200344053,11.030402192780045
61,gov,25,bible,25,bible,28.5,30.439814743535024,27.782407330745954,25.675084612659642,31.766525542390017,32.43743698411758,31.5373227586894,31.447737335912063,32.19663249917038,22.54935712264342,23.405298476137553,23.298115985814057
62,gov,25,bible,25,gov,9.8,7.35060785630435,6.223750388352663,7.754449167971419,9.112185060809791,8.075283998707096,9.454730330977688,9.225788341001188,10.7535113620146,17.59366657902585,17.76044848253645,17.965537616090785
63,bible,1,gov,1,flores,8.0,12.231809771600673,15.029993103918134,12.620850703078707,10.750379410734624,11.099752406451568,11.96131002720114,12.111904077207933,10.753124940226876,9.446504896216211,9.185841929775027,9.193154747459246
64,bible,1,gov,1,bible,6.6,8.459997796999986,8.782925537528158,9.10446538209503,9.95447439599238,8.945276526807087,9.495863300599568,9.130361445275888,11.54003000670902,20.478829715507132,21.259125806533156,21.406987318446436
65,bible,1,gov,1,gov,21.8,22.047760915869823,24.789860127238438,27.095195371076798,18.990311423323153,19.4797649507372,17.63830693392818,17.807489537871096,15.039288975043469,15.102016032554033,15.145706744749184,15.378629988527607
66,bible,1,gov,10,flores,16.5,14.915800436469354,17.982675855891703,16.901593287108312,12.637595074191601,12.834656715730336,12.935714456310729,13.079546275936103,11.449777797624904,11.56651399788987,10.798294199373768,10.613115535614252
67,bible,1,gov,10,bible,9.8,9.26945665389922,10.140749917862443,9.335414314334702,10.452063885804202,9.301876254757964,9.649956603860618,9.275751226232982,11.698737662243552,21.118198609936833,21.456559960835254,21.449974535480845
68,bible,1,gov,10,gov,33.5,24.722765132481413,26.21133434405494,28.445942219300836,22.311951299137572,22.682946725084907,20.382300302712768,20.52263883705153,17.709509915764883,17.21492699027879,17.453076799367704,17.698318761190166
69,bible,1,gov,25,flores,18.9,15.268282980444575,18.34210334263982,17.462242662949272,12.90889249167507,13.07803907496914,13.078615545613289,13.221339374567645,11.555753200068699,11.84493009344105,11.017186449698222,10.810224362241012
70,bible,1,gov,25,bible,10.0,9.425799410717445,10.399008218403385,9.397288584180366,10.550998977762907,9.371731789277398,9.680434098119903,9.304502158866793,11.730379662796413,21.24168937753665,21.4949639293581,21.45847108094924
71,bible,1,gov,25,gov,37.2,24.99134620346984,26.33312104630464,28.49351626681222,22.675996474643934,23.045494801898183,20.71861478522661,20.85493175750625,18.058760181506376,17.427071660707654,17.699161830540287,17.946061353575896
72,bible,10,gov,1,flores,8.7,12.450001747937499,15.029432592856672,12.722618189919762,10.95052605864923,11.156191878728343,11.961310026978923,12.098962388429676,10.803663567760891,10.112563830917942,9.574613582784735,9.458351741833177
73,bible,10,gov,1,bible,6.1,8.800465648801897,9.710690263386049,9.613762524114081,10.24516686994147,9.339699389243567,9.495863300599568,9.062400967298053,11.968957492010881,21.518151410459346,22.779011981458968,22.87061737139853
74,bible,10,gov,1,gov,22.8,22.108754533892025,24.76294790498834,27.102424221804945,19.088488634637535,19.493790627247243,17.638306931478237,17.80275915233031,15.06367238868565,15.288206858291623,15.222791840628076,15.40947514615403
75,bible,10,gov,10,flores,17.0,15.133992412806183,17.98211534483024,17.003360773949368,12.872877215887542,12.891096188007111,12.935714456088512,13.065570651939666,11.508116874073872,12.232572932591602,11.165380500722392,10.845716703400065
76,bible,10,gov,10,bible,11.2,9.60992450570113,11.068514643720334,9.844711456353782,10.757287063640847,9.696299117194442,9.649956603860618,9.206708561195397,12.140508159367926,22.157520304889044,22.958621001933565,22.901997353880454
77,bible,10,gov,10,gov,34.1,24.783758750503615,26.184422121804843,28.45317107002899,22.42730091656624,22.69697240159495,20.382300300262823,20.517187198637977,17.741292313825056,17.401117816016374,17.522411138279534,17.720904038465452
78,bible,10,gov,25,flores,19.2,15.486474956781404,18.34154283157836,17.564010149790327,13.149225549866383,13.134478547245912,13.07861554539107,13.207212243249016,11.615278887186417,12.510989028142781,11.38132893961523,11.038467820049444
79,bible,10,gov,25,bible,11.8,9.766267262519357,11.326772944261279,9.906585726199445,10.859111277164164,9.766154651713876,9.680434098119903,9.23524549056813,12.174710708029318,22.281011072488873,22.993557708771895,22.90820434258167
80,bible,10,gov,25,gov,37.3,25.05233982149204,26.306208824054544,28.500745117540376,22.79322815389492,23.059520478408228,20.718614782776665,20.849391848726295,18.091510326180618,17.613262486445244,17.76766953773518,17.967840279050407
81,bible,25,gov,1,flores,9.1,12.44240911219164,15.029103379408305,12.718821694742749,10.94349918460274,11.15420201661043,11.961310026983886,12.099418432704143,10.801872162312897,10.089386338503381,9.56099616321007,9.448988090237624
82,bible,25,gov,1,bible,6.2,8.88837221678694,9.95844542890162,9.74533714212784,10.321590763592157,9.454938672050293,9.495863300599568,9.042640481642488,12.10070921548499,21.786497460613894,23.196602864704992,23.263892782703337
83,bible,25,gov,1,gov,23.6,22.102335177367866,24.765703916607976,27.10159847152662,19.078131987056025,19.492310023733207,17.63830693171232,17.80325845040835,15.061095196748887,15.26861095087223,15.214666685734812,15.40621481526513
84,bible,25,gov,10,flores,17.3,15.126399777060325,17.981786131381874,16.999564278772368,12.86461678288848,12.889106325889198,12.935714456093475,13.066063130426432,11.50604897186756,12.20939544017704,11.152522649212699,10.837497922214059
85,bible,25,gov,10,bible,11.7,9.697831073686174,11.316269809235905,9.976286074367568,10.837531121444691,9.811538400001169,9.649956603860618,9.186633414099724,12.276204812929748,22.4258663550436,23.371314404367013,23.29246352886134
86,bible,25,gov,10,gov,34.2,24.777339393979457,26.18717813342448,28.452345319750652,22.41513276348492,22.69549179808092,20.382300300496908,20.51776262585392,17.73793309016533,17.381521908596987,17.51510295196079,17.7185161840474
87,bible,25,gov,25,flores,19.3,15.478882321035545,18.34121361812999,17.560213654613314,13.140787786123079,13.132488685128,13.078615545396035,13.207710060609863,11.61316892406709,12.487811535728213,11.368574200344053,11.030402192780045
88,bible,25,gov,25,bible,12.5,9.8541738305044,11.574528109776846,10.038160344213203,10.940114893398258,9.881393934520602,9.680434098119903,9.215108118948784,12.311193873619157,22.54935712264342,23.405298476137553,23.298115985814057
89,bible,25,gov,25,gov,37.3,25.04592046496788,26.308964835674182,28.499919367262038,22.780861463385623,23.05803987489419,20.71861478301075,20.849976592989208,18.08804881705721,17.59366657902585,17.76044848253645,17.965537616090785
