,train set 1,train set 1 size,train set 2,train set 2 size,test set,sp-BLEU,linear,poly2,poly3,exp,log,power,mult,hybrid_mult,am,gm,hm
0,cc_align,25,gov,1,flores,4.4,8.658326489269385,5.752930952566928,5.884051376471987,6.280416188416562,5.9102108795426656,5.507873548099203,5.386680224367981,5.2020248288623065,9.17816590751751,6.890725207832617,6.319702664219431
1,cc_align,25,gov,1,bible,0.8,-4.181526943021929,0.9228322713770538,0.5217921108673309,2.588275112216698,-0.1962686810894798,4.07817244927059,3.4277446641254854,3.3929918025022827,-5.384340397541919,-2.3103016641756042,-0.5266956406338892
2,cc_align,25,gov,1,gov,22.4,27.425846234702377,25.432201262564796,24.20245257431671,24.59758938514778,22.686884685012927,15.84732172314303,17.504905115382385,17.070289401423917,24.478150866548752,18.94071689883074,17.000600925494776
3,cc_align,25,gov,10,flores,9.1,11.586695376725778,7.622648605389536,7.38231495571938,7.755537311346823,7.65323967997149,6.046775764862656,6.0930000659380905,5.8624102342386255,11.74182778685445,8.490746265592065,7.494553926213719
4,cc_align,25,gov,10,bible,2.6,-3.3856194168728777,0.9600711942187914,0.8221423424378713,2.7410248371087325,0.14146341077280233,4.142702384447712,3.51056198508656,3.4671226648218902,-4.687557354597473,-1.9078037040941211,-0.25641139220777376
5,cc_align,25,gov,10,gov,34.8,32.14353449020389,33.125622344244796,33.29145640650795,34.554184129223145,31.453364484256618,29.924598052228227,32.53012115883087,32.73972886368396,28.60828542406015,23.637411270026053,21.646790959771565
6,cc_align,25,gov,25,flores,10.5,11.956721844543289,7.888764523743426,7.593075734233324,7.96506571486492,7.8860707233508744,6.124560085742717,6.194110701031277,5.957440287369963,12.065770154208806,8.69863906954469,7.651732899660551
7,cc_align,25,gov,25,bible,3.2,-3.161466741626718,0.9761528358242373,0.9055689993251548,2.785648468854524,0.23774044780869907,4.1614162975500415,3.5345350744586725,3.488606308854436,-4.491321261821895,-1.7937574532542016,-0.17925592465042683
8,cc_align,25,gov,25,gov,38.5,32.67269802313916,34.05648816298515,34.463514681287606,35.89692364634116,32.769142578587854,33.01344008296293,35.7009124764284,36.12914218411647,29.071545494583496,24.248293432276984,22.242457009209883
9,cc_align,25,gov,50,flores,12.9,12.183106906896356,8.054879586478002,7.724680283160929,8.096038229013356,8.030025796466566,6.173375279357435,6.257463157575385,6.017043238105732,12.263960606542831,8.826500766186484,7.748922378330612
10,cc_align,25,gov,50,bible,3.5,-3.121428458791243,0.9792841366467044,0.9204237611636259,2.7936953001131877,0.25499213135942966,4.164784708213989,3.53884802614958,3.4924725699468246,-4.456269455384842,-1.7733541125696846,-0.165425816611247
11,cc_align,25,gov,50,gov,41.1,32.8261226867923,34.32894377593465,34.80943598598917,36.295903936272644,33.169444059554344,34.018838522559605,36.72555292231372,37.22944653757977,29.205862234268334,24.429734050354405,22.41838966725718
