,train set 1,train set 1 size,train set 2,train set 2 size,test set,sp-BLEU,linear,poly2,poly3,exp,log,power,mult,hybrid_mult,am,gm,hm
0,cc_align,25,gov,1,flores,9.3,12.558818544821754,12.874464497098508,11.650810957219768,10.570796374749508,10.029901165924297,10.335607842842585,10.391089027333779,9.248826461902706,12.851725217222906,10.638346630892485,9.849527626542127
1,cc_align,25,gov,1,bible,1.4,0.29172293141593286,-0.34273711632562964,1.9660434776572089,5.026248481321971,3.7989449869856653,7.933500169481583,7.91844853673052,7.035846372156005,-1.1081040964259117,1.6838463734914555,3.058232013918147
2,cc_align,25,gov,1,gov,21.6,25.781731013094987,25.55049467947154,29.573055045242786,23.385977226673493,21.85536392587858,18.5581558274812,18.61339302868398,16.838221043124886,21.975316230481475,18.253544110955996,16.902720421593198
3,cc_align,25,gov,10,flores,16.2,15.70132542457117,16.137815446156,16.148947857260826,12.773311484654522,12.12256304461178,11.432659715625292,11.490420010071471,10.187796103265221,15.469227570548448,12.374589599404068,11.210685511987858
4,cc_align,25,gov,10,bible,3.6,0.9425493871232078,0.4861482290717092,2.0587784127079587,5.227175138731802,4.097056881791504,8.046545130891058,8.032705299225569,7.110299368575502,-0.5660082969232789,2.012286918858436,3.2924363350869257
5,cc_align,25,gov,10,gov,32.7,29.24797846895597,28.197836579009447,31.316153657440765,28.81503267692302,26.774011762839695,23.533018808172358,23.5765384972548,22.72161192274862,24.86247327423893,21.193474933943264,19.807509419681026
6,cc_align,25,gov,25,flores,17.9,16.026892830632328,16.464911293820713,16.625729076710577,13.026240250906538,12.354153148277383,11.561064874718491,11.619014620882426,10.30113023514135,15.74040389064583,12.560526373947717,11.3609824203782
7,cc_align,25,gov,25,bible,3.9,1.052292693234179,0.6251035710112944,2.0821347010394504,5.261838459582482,4.14782151526062,8.065958899873335,8.05232538340563,7.123145707815821,-0.4745993126316961,2.06794207389904,3.3323443899250833
8,cc_align,25,gov,25,gov,35.5,29.606965759605718,28.458645126706553,31.381279756410215,29.444815138642614,27.3708326960553,24.221585366916766,24.262523894368165,23.59591297627472,25.161486168735628,21.523302755004924,20.136149483806406
9,cc_align,25,gov,50,flores,20.2,16.111633175143805,16.54971100402602,16.749887922878887,13.092891313208137,12.414931042541447,11.59500318792591,11.653000402496607,10.331203337014278,15.810987045963564,12.609122705653228,11.400407511101289
10,cc_align,25,gov,50,bible,3.9,1.057595079843388,0.6318114358630638,2.0833185768213767,5.26351907097601,4.150277950109121,8.066899521986864,8.053275988480342,7.123768576271859,-0.470182771965618,2.0706331383951166,3.3342756719706017
11,cc_align,25,gov,50,gov,37.1,29.603620766213037,28.456226529484017,31.380782897434607,29.43888384525321,27.365178039691276,24.21496732913176,24.255931683111324,23.587442927673898,25.158700008382695,21.520203683684123,20.133060953822678
12,cc_align,100,gov,1,flores,10.7,13.029191855744337,13.194962686695241,11.545696199542398,10.89099358186062,10.206043765339267,10.314186948776106,10.371325848161169,9.419369290793323,14.469650260384064,11.71451449302301,10.695438888000929
13,cc_align,100,gov,1,bible,1.7,-0.1068527211102932,-0.35148218473449333,1.5120111640843987,4.9007476414048075,3.6829895856669097,7.973002004075967,7.92837850629833,6.970585228368277,-2.4790694867701575,0.7385868683500902,2.2904033591755137
14,cc_align,100,gov,1,gov,23.3,26.259178671934063,25.754324166559105,29.606780370184484,24.105171790828855,22.01632526468208,18.528099266296923,18.581040064054566,17.209356529848694,23.617574636935892,18.991406217790548,17.246261359117028
15,cc_align,100,gov,10,flores,17.7,16.17169873549375,16.458313635752734,16.043833099583455,13.160224496498778,12.29870564402675,11.411238821558815,11.468565974480951,10.38755397870764,17.0871526137096,13.389207101946496,11.962207444309914
16,cc_align,100,gov,10,bible,3.9,0.5439737345969746,0.4774031606628455,1.6047460991351485,5.096657343453122,3.9811014804727485,8.086046965485442,8.042778550165888,7.043551533059115,-1.9369736872675176,1.0749248725491398,2.5366672358714837
17,cc_align,100,gov,10,gov,33.3,29.725426127795046,28.401666066097008,31.349878982382464,29.70118828488989,26.93497310164319,23.50296224698808,23.535558815854944,23.259804023376375,26.504731680693347,21.835950740894347,20.040009997311678
18,cc_align,100,gov,25,flores,19.5,16.497266141554906,16.785409483417453,16.52061431903318,13.420814661351322,12.530295747692357,11.539643980652015,11.596916006660408,10.50441438214018,17.358328933806987,13.568552359322688,12.102412491533151
19,cc_align,100,gov,25,bible,4.3,0.6537170407079458,0.6163585026024236,1.6281023874666403,5.130455152800094,4.031866113941863,8.10546073446772,8.062423238514043,7.056141354130782,-1.8455647029759348,1.131918273740915,2.57862046271066
