,train set 1,train set 1 size,train set 2,train set 2 size,test set,sp-BLEU,linear,poly2,poly3,exp,log,power,mult,hybrid_mult,am,gm,hm
0,cc_align,25,gov,1,flores,5.4,9.264532676051207,9.17847176908618,7.923953686300642,6.409060026751927,7.3228904342722405,7.379819007564633,7.686795114772128,5.978353341894689,7.421343478089689,6.393047789918096,6.055015114637978
1,cc_align,25,gov,1,bible,0.6,-1.908576571690638,-1.9953061949925939,-1.2808521534584045,2.10411535052555,1.5752113837055752,5.188716659985805,5.6939352087706006,3.9621642765751997,-4.965363113466189,-2.364678384064213,-0.9996281427231217
2,cc_align,25,gov,1,gov,17.6,21.06342157065662,21.029481845846203,23.87284748226912,18.01996424588011,17.99730491496726,14.494999638886574,14.681756024083212,12.849961801549993,15.022598721195337,13.548016783682463,13.06678293551407
3,cc_align,25,gov,10,flores,13.1,11.721068210148925,11.621489178889188,11.299965818696323,7.9695996621303795,9.022749019013736,8.215744779494235,8.513950873761491,6.714916744062195,9.107434163527373,7.740867708810459,7.260472328085225
4,cc_align,25,gov,10,bible,1.7,-0.9481257105465843,-1.064937768573266,-1.598866398885317,2.2912502798704626,2.027975312604701,5.3391530927892,5.851064157507982,4.070312800446148,-4.306139085025507,-1.8767822244687196,-0.5895229992970918
5,cc_align,25,gov,10,gov,30.8,24.171171560544565,24.21019338517401,26.24260516400847,23.74024654945915,22.53856267676867,19.307041806072892,19.2911000553277,18.257349656411698,17.155663046089686,16.05754916104718,15.655419681650102
6,cc_align,25,gov,25,flores,15.3,11.982245258514592,11.882069805275911,11.676864630163502,8.156405173412962,9.214467236963015,8.315777295609628,8.612657711027419,6.804762019191979,9.28669808313569,7.888476643269172,7.395273787200196
7,cc_align,25,gov,25,bible,2.0,-0.9044537221895297,-1.0225816915773223,-1.6078214897353362,2.3001442230265083,2.048867515601154,5.346199103197972,5.858418420797667,4.0754028267280535,-4.276163970983276,-1.854433586220118,-0.5706161668257224
8,cc_align,25,gov,25,gov,34.2,24.377617695159998,24.422296804246898,26.342022232833102,24.179031986573793,22.890749332027603,19.741077452440326,19.703941554745892,18.76899455391854,17.29736134427756,16.237820569867942,15.841349858468712
9,cc_align,100,gov,1,flores,7.2,9.983444169041139,9.963878765439414,8.434810100284203,7.445685160585005,7.468605986555657,7.3798190075471926,7.45326671209607,6.30458498374659,11.228748549967648,8.893823814661545,7.920295407216361
10,cc_align,100,gov,1,bible,0.9,-1.5959713077048505,-1.6050091958902613,0.19407025740994044,2.2458541960633895,1.622354011306097,5.188716622408342,5.637385378543572,4.022157663273838,-3.3097839786200254,-1.2493458427776005,-0.14440912622924884
11,cc_align,100,gov,1,gov,20.2,21.606547031377374,21.636367215033175,24.4908436040764,20.18104617646216,18.1015551942736,14.494999638843508,14.361245939411372,13.41114833482275,17.89902878800916,14.868501631873219,13.649621739579961
12,cc_align,100,gov,10,flores,13.9,12.43997970313886,12.40689617524242,11.810822232679898,9.258632263146422,9.168464571297152,8.215744779476795,8.255293095282264,7.091054197072078,12.914839235405331,10.113402989117233,8.924311165729122
13,cc_align,100,gov,10,bible,1.8,-0.6355204465607969,-0.6746407694709333,-0.12394398801700035,2.4455950354590628,2.0751179402052227,5.339153055211737,5.792953786978147,4.132624487322241,-2.6505599501793284,-0.7769790732422095,0.24105951347282684
14,cc_align,100,gov,10,gov,31.1,24.71429702126532,24.817078754360978,26.860601285815743,26.58734530867721,22.642812956075005,19.307041806029826,18.869965682708802,19.078199673398316,20.03209311290351,17.204794029738345,16.042820290016778
15,cc_align,100,gov,25,flores,16.2,12.701156751504527,12.667476801629146,12.187721044147063,9.475652390507769,9.360182789246435,8.315777295592188,8.351001173026734,7.186986933676148,13.094103155013649,10.246967406667448,9.037239830423161
16,cc_align,100,gov,25,bible,2.2,-0.5918484582037351,-0.6322846924749896,-0.13289907886699126,2.4550880984470638,2.096010143201676,5.346199065620509,5.800235010739768,4.137823624745106,-2.6205848361371054,-0.7553417763596997,0.2588389616153499
17,cc_align,100,gov,25,gov,34.5,24.920743155880757,25.029182173433867,26.960018354640383,27.078753007779294,22.994999611333945,19.74107745239726,19.273794645498707,19.614413826907686,20.173791411091386,17.372620803275595,16.216191307345298
18,cc_align,25,bible,1,flores,0.9,2.1441783224022757,2.1780772316129884,1.8619740210905498,3.4077733419179164,3.215906799041811,5.69447521553218,6.0049010824578675,4.57715281122743,2.5341505244112312,2.8282579710999514,3.0979895202780448
19,cc_align,25,bible,1,bible,14.5,25.158005447098045,25.06054300531015,23.62341060297473,23.219623910350652,25.97016688333069,24.20148411551538,24.68317782274247,22.748406752711382,13.612309057385183,16.214518256217957,17.092586070890157
20,cc_align,25,bible,1,gov,0.6,-0.566877635307641,-0.47478319198140895,1.7627589988232835,2.6449059608872743,1.9222248798835633,5.254405898730428,5.585136191340548,4.204817528665101,0.17622442366167945,1.207703213355181,1.828993511500947
21,cc_align,25,bible,10,flores,2.1,2.991161869048632,3.004497103742615,2.154794701060748,3.6736871416569614,3.6531238475137773,5.853827371988255,6.1648461783749715,4.704453079048951,3.1154940665244695,3.2296759316972263,3.4138327768323506
22,cc_align,25,bible,10,bible,24.3,26.47964281195274,26.426100220162716,23.573290818230966,26.10799287500949,29.02562422210012,29.349901847704658,29.66085084821976,29.042116955507147,14.519440429790262,17.70076119633857,18.535218338333813
23,cc_align,25,bible,10,gov,0.7,-0.19839209631913235,-0.11772546492565539,1.6530968728415445,2.7327931542865884,2.096584415989321,5.312557515385257,5.643994142403033,4.249549753468054,0.42914160168867,1.377164979628425,1.9581746906460822
24,cc_align,25,bible,25,flores,2.3,2.9616885691574595,2.975710835815093,2.1422108571715803,3.6640944471590395,3.6377090747144543,5.84813404635725,6.159135266981337,4.699885193770074,3.095264496984015,3.215615552675395,3.402695958422843
25,cc_align,25,bible,25,bible,28.6,26.82088091784231,26.779350313574014,23.492655268150436,26.91040649063069,29.918343042178776,31.05133899470086,31.29635939556348,31.206110658440615,14.753655805008972,18.109108553082848,18.921613363856697
26,cc_align,25,bible,25,gov,1.0,-0.20340579843582418,-0.12258583620270258,1.6543604361470479,2.731577959146085,2.0941993585047403,5.311757736254816,5.643184857289332,4.248933446647939,0.4257003502509562,1.3748530858919423,1.9564072493481106
27,cc_align,100,bible,1,flores,1.2,2.8630898153922146,2.9634842279662195,2.3728304350741105,3.9589592384289767,3.361622351325229,5.694475215514741,5.822469400973447,4.808446191319157,6.34155559628919,5.668212319087949,5.501124507158625
28,cc_align,100,bible,1,bible,15.7,25.470610711083836,25.450840004412484,25.09833301384308,24.783759966890447,26.017309510931213,24.20148407793792,24.438034619639346,23.211106969862236,15.26788819223135,16.738488094691796,17.199537587999945
