train set,train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,1,flores,-1.171975510948723e-09,-0.6521284150077145,-0.6637369370133905,-0.3820394270731717,2.655680575501844,2.318607237655261
gov,1,bible,0.0,0.0,0.0,0.0,0.8136338242723196,0.8136338242723196
gov,1,gov,-1.2955031967674397e-09,-4.767753618445702,0.5729454715926602,0.15055640507978654,3.836859130683249,4.122524098045214
gov,10,flores,-9.314059936258518e-06,-3.3863148477579474,-8.979031082857435e-09,-2.3891436751097194e-08,2.552036769586951,2.569642961445588
gov,10,bible,0.0,0.0,0.0,0.0,1.630950643030009,1.630950643030009
gov,10,gov,-2.8327406576665205e-09,-5.949619367992618,-0.05371124629764384,2.14149654172833,3.515333632153709,3.821285395579134
gov,25,flores,-5.334081491463058e-05,-3.6518360703768478,-2.93441173562925e-06,-9.436309708845536e-09,2.7853114848678913,2.744657652674725
gov,25,bible,0.0,0.0,0.0,0.0,2.0644611887851028,2.0644611887851028
gov,25,gov,-1.1388265180757164e-09,-6.202296254751191,-0.0894280968859095,2.4236464313633523,3.635387556909872,4.011402809796956
gov,50,flores,3.49187220048522e-08,-2.7371517616771004,-0.776894984958083,-9.220882477819104e-05,0.9430019012003605,2.6863224633195135
gov,50,bible,0.0,0.0,0.0,0.0,1.457166199626293,1.457166199626293
gov,50,gov,-3.4792959684770896e-09,-6.590601634741233,0.13603620372714742,2.298604870742748,1.0426285673973057,1.8858409830483003
bible,1,flores,0.0,0.0,0.0,0.0,0.5621387729022078,0.5621387729022078
bible,1,bible,5.83166423295459e-05,-3.838728640230217,-0.0009475007281160908,-9.156872343609323e-10,4.136234303475049,4.141427723204112
bible,1,gov,0.0,0.0,0.0,0.0,0.5253570214625478,0.5253570214625478
bible,10,flores,0.0,0.0,0.0,0.0,1.5218409903797439,1.5218409903797439
bible,10,bible,-6.521304740815068e-09,-5.214603888985995,-0.22710505477596077,1.732904489838933,3.7383928079333075,3.8668542871933025
bible,10,gov,0.0,0.0,0.0,0.0,0.7443117626371357,0.7443117626371357
bible,25,flores,0.0,0.0,0.0,0.0,1.829207478663916,1.829207478663916
bible,25,bible,-1.2274231172028626e-09,-4.976942275543775,-0.6056457848650039,1.8366871730427425,4.912755002683812,4.452849936085911
bible,25,gov,0.0,0.0,0.0,0.0,0.9273618495495703,0.9273618495495703
