train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2",rmse,kfold rmse
cc_align,25,gov,1,flores,28.422106637544744,6.926252624599212,-1.1077415173629404,4.384873388115337,-2.7375534722905774,1.8814958363425978,-3.6621469203123826,-0.06866688800709098,-13.63868904664179,3.8978590330513714,-18.173971249157766,-14.378876216463498,-13.895858126411131,7.938528967596769e-08,1.2910221833240056
cc_align,25,gov,1,bible,6.814636165320704,1.6915406519827278,-0.38370011385232794,0.2632495464187632,-1.6289477558031709,1.8430869674382635,0.2075033605908558,-0.004450679760901727,-3.547400965298608,1.2530205045208438,-3.752436962967158,-6.328736578482085,-5.667871590876146,4.8498094307295856e-08,0.3800922039624048
cc_align,25,gov,1,gov,16.25771933178509,11.538656113765413,7.615191952048236,9.080119919430125,4.776425025524932,6.471218571610791,2.4551980670676286,5.275754800124551,1.5851682230666428,-3.70432532111128,-21.67000928962489,14.567602791099128,7.826413503621606,1.0134047376818453e-07,0.43355508556432615
cc_align,25,gov,10,flores,46.1025839936641,7.708712942280301,-5.551162307382714,2.641867576274387,-8.688581731699482,-1.5220712965117313,-10.219806245395619,3.204171600486346,-19.424562487516766,12.806561243638207,-17.159887271695716,-42.53155440992196,-35.72439248959768,3.084159736861007e-08,3.158814667538545
cc_align,25,gov,10,bible,7.967288271264686,2.688614265833307,0.36728687550304523,2.598746966402907,0.4012280832748434,4.4363118130145125,2.67189670233745,-3.463428688939826,-8.017638380350443,0.15556507330514271,-6.874991379886274,3.001345627634846,0.7248630482645516,4.11692866184613e-08,0.12752005497173535
cc_align,25,gov,10,gov,14.301183234109239,12.427217592738893,9.179591436874725,9.448759599942843,5.5821892633835075,-1.1790998375642479,-5.028446131390644,15.29458331507078,16.24329610848325,-2.7490082958093485,-18.09419821877751,15.68611746092393,8.844151304470795,6.303637879563748e-08,0.2595554746566313
cc_align,25,gov,25,flores,48.52393916926441,7.41372104834913,-6.602167125750151,2.0906619160917095,-9.812378463027375,-2.850752448284419,-11.947063094116244,4.079328631275031,-19.76911657550605,14.794835863497894,-15.561377273983288,-47.572211292386555,-39.543410187280585,7.287275706202546e-08,3.4939838471096474
cc_align,25,gov,25,bible,8.49183169921224,2.9151990756412873,0.4591752235700057,2.501829798586713,0.18040632009286456,5.260673592724146,3.3550911538276016,-3.5111657983649716,-8.426337915768938,0.3951013302708491,-6.891943072724193,1.7282334044973595,-0.22925543575536703,9.30436003612194e-08,0.07533389982202383
cc_align,25,gov,25,gov,13.873729199338218,12.98006605456095,9.91594484724511,9.223547558249804,5.455205116469947,-2.2140115396119464,-6.12999640465746,18.38822450021465,20.52705043788599,-2.4836929516341213,-17.2053186526371,13.932218571020952,7.667647508542679,2.408514834986602e-08,0.1341549719066112
cc_align,25,gov,50,flores,18.654195672133987,-1.2168439002952207,-7.1347782509197675,4.971029284990352,0.17723539676166775,-11.478575183602018,-14.021217672227309,-3.8764298641068318,-13.432244604652725,10.101524470968705,2.4041201270555677,6.8616769366472,2.144670868657857,9.507721522789253e-09,2.976822240075151
cc_align,25,gov,50,bible,2.4640852660602977,-0.4795233711212817,-1.4667017123000776,0.2577119944224464,-0.5927583267524332,-0.16190473267173194,-0.748241533893398,-1.4738114216163523,-3.2691719811199498,2.425743144673754,2.391234975733925,0.38563341120318134,-0.44574589879385995,2.0816261048881596e-08,0.13921716784945068
