c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2",rmse,kfold rmse
4.005138269120055,-5.167433439498775e-09,9.0379486994884e-07,3.4602053907756583,2.969766877508361,1.6143069561561926e-05,1.526940857975686e-05,14.021570862788797,13.992078341617951
