,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.5],0.1807787323348268,[1.0],1.5673980124779887,"[-1.0, -0.5, 0.0, 0.5, 1.0]",5.225578117937445
kfold,[0.5],0.18104179333738027,[-0.5],1.6107274442677826,"[-1.0, -0.5, 0.0, 0.5, 1.0]",5.225578117937445
