c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-0.26975075915583113,10.363177101490036,-2.5644474605065186,-1.492736404491585,0.0,0.0,0.0,0.0,0.0,0.0,6.757474421142026,6.801560304084843
