train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,2.5855802207608134
1,bible,2.789814816117398,-0.7248975912142885,-3.712862024230041e-09,8.518623004367784,8.718633197016754
1,gov,3.6417640461071348,-0.4087896396878749,-3.287888418600988e-09,9.753688382115087,9.627433943617065
10,flores,2.1580958193656636,-0.7212835274233513,-2.3065951647312563e-07,5.498544645945586,5.426119906473957
10,bible,4.481038210552603,-0.8661875621398908,-1.53646735087082e-08,13.216206015249636,13.595781190024745
10,gov,6.222017760768108,-0.6464794104417979,-1.1566667880680447e-09,17.096385689309184,16.968931821818945
25,flores,2.4726590845380105,-0.8421008327488612,-2.930684166367658e-09,6.59841942796239,6.5108203828891416
25,bible,5.340844397138568,-0.824635915668919,-3.869188049405591e-09,15.047308283828288,15.506542593386255
25,gov,7.126014706050733,-0.6242518934155653,-8.152474358407724e-09,18.967037914398922,18.85000357094906
50,flores,2.2480000578736257,-1.8380431962194896,-1.1490529084364037e-09,1.8112404428184334,3.1574308296999196
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,16.8035526131888,-0.4362212802290761,-5.4104280764579055e-09,6.248101676737975,6.69311630919945
