train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
cc_align,25,gov,1,flores,87.0943262116557,-498.09654036340675,999.9999999916396,-651.5416411215356,2.223303539771489,2.926610693548257
cc_align,25,gov,1,bible,68.61574997738002,-456.1080427015368,999.9999999999999,-711.933645319329,0.6081846072976614,0.8337245682324226
cc_align,25,gov,1,gov,2.1825153407533833,-125.39553992066962,854.688318865607,-999.9999999999993,1.6108292741802526,1.7224108834272351
cc_align,25,gov,10,flores,124.19487687405115,-603.2613392973982,999.9996229227355,-492.76297060027986,3.140735236349889,4.370837394420932
cc_align,25,gov,10,bible,79.88851584851236,-490.04174042008356,999.9999999999999,-659.8598297027168,0.6730367648071256,0.7900543220012745
cc_align,25,gov,10,gov,-69.04461652963177,263.4167673844533,426.622206532241,-999.9999999999999,1.0165338885206716,1.0165525640914748
cc_align,25,gov,25,flores,131.77688879923926,-622.9269206822058,999.9996992432848,-464.76109674796487,3.1926657911752607,4.473609093049812
cc_align,25,gov,25,bible,81.12087006247512,-493.76933585097856,999.9999999999999,-651.2286674114723,0.7124732643065868,0.8574120986343764
cc_align,25,gov,25,gov,-91.50776843697997,380.67758472993006,301.0135622570721,-999.9999904872981,0.8902328424287738,0.892111112177243
cc_align,25,gov,50,flores,89.6170291659176,-258.34639117621407,81.99573355273016,237.51328810770093,2.2802032312370893e-09,9.84913193291885
cc_align,25,gov,50,bible,21.683978288814092,-67.48739244561337,20.162794971928516,74.34974051174952,2.1856551897322366e-09,2.7853553417962953
cc_align,25,gov,50,gov,-128.10328815253155,673.3705478142027,-397.5525967271335,-462.182863194139,0.4151933227320268,25.561590936149145
cc_align,25,bible,1,flores,70.6837896387592,-460.9813722476695,999.9999999999999,-706.1982648513713,0.573134540470989,0.7064932921344838
cc_align,25,bible,1,bible,-2.1172215562647363,-109.13164512850085,820.8389683203562,-999.9999999999997,1.7262137846140682,1.7478665635289243
cc_align,25,bible,1,gov,68.52205531510708,-454.6141317287078,999.9999999950255,-719.5746734546294,0.4435850119093501,0.564559630549689
cc_align,25,bible,10,flores,76.03730231845799,-476.3815003290176,999.9999999999999,-680.351677419995,0.7670737258125726,1.0366477280909332
cc_align,25,bible,10,bible,-36.38178362390859,95.19714196633753,594.6971501588481,-999.9999999999999,1.7664027547025818,1.9578510750496072
cc_align,25,bible,10,gov,65.957795110568,-445.2113594991312,999.9999999999999,-728.7194020719581,0.7831873107670336,1.028172292132548
cc_align,25,bible,25,flores,78.72196029542286,-485.7123758432392,999.9999999915854,-663.652267828197,0.7224282931933893,0.9822316603565783
cc_align,25,bible,25,bible,-31.945256288377653,94.09010358067567,594.9810115281492,-999.9999999999999,1.723115598165264,1.978194849869484
cc_align,25,bible,25,gov,67.9137381087004,-451.250618233796,999.9999999991693,-718.2341148137606,0.8077870213499331,1.067413759285844
cc_align,100,gov,1,flores,94.7539270639038,-519.1118325845795,999.9997994470175,-622.5050230460951,2.011136181608677,2.662180447485197
cc_align,100,gov,1,bible,68.68266160050993,-455.17614446713395,999.9999999988315,-714.0914349019491,0.6082972061917409,0.833807816930566
cc_align,100,gov,1,gov,10.88914961103424,-153.32413162274997,880.4239462545524,-999.999999999998,1.213755892131284,1.2413253659528891
cc_align,100,gov,10,flores,119.6113907490681,-583.0518610370164,999.9996996597556,-522.707899236205,3.0326542497790636,4.162512723462765
cc_align,100,gov,10,bible,70.93504674371464,-457.957764014004,999.9999999999999,-706.8450249146431,0.7336553687232206,0.8274395299871538
cc_align,100,gov,10,gov,-69.85846004361689,268.6723264783066,422.0645467308748,-999.9999932492252,1.1235481307697581,1.1299082056856748
cc_align,100,gov,25,flores,133.82497270884227,-625.9245785889971,999.999855251212,-458.46300216455256,2.818363759179429,3.897518517992801
cc_align,100,gov,25,bible,74.29730385647335,-468.6384468385286,999.9999999999999,-689.1111154216062,0.6813090749702214,0.7395710419375235
cc_align,100,gov,25,gov,-97.39175365056796,409.52689263356643,269.71624545911675,-999.9999926461318,0.9866887377666361,1.0344046293483367
cc_align,100,gov,50,flores,98.56806474296141,-274.62099100185503,43.356658978895695,316.35340788629094,3.5928468808184624e-09,10.90315104649597
cc_align,100,gov,50,bible,17.3013686985973,-48.29048739538403,17.032723818398946,48.67489110680443,4.0289320332910007e-10,1.9353537703081642
cc_align,100,gov,50,gov,-136.7252268728482,669.0646722910774,-244.14204640654023,-672.0618101888537,1.5174259873888475e-08,26.397940493508262
cc_align,100,bible,1,flores,72.65264424485315,-467.0506244929199,999.9999999999999,-697.0510874526777,0.5476255392529551,0.6858473528886178
cc_align,100,bible,1,bible,-4.570230289742382,-92.18375461575684,799.6991223815457,-999.9999999999995,1.563043002632245,1.6062991287326003
cc_align,100,bible,1,gov,70.26145755671759,-460.1874531953955,999.9999999999999,-710.1682629361649,0.4922405718972163,0.6421947246601665
cc_align,100,bible,10,flores,77.13656372096285,-479.17718218134087,999.9999999941534,-673.8783281864308,0.7097771932504909,0.9517425828500371
cc_align,100,bible,10,bible,-43.40925937082344,128.78433019206815,558.7562451336877,-999.9999999999998,1.7423679194044344,1.950316655088975
cc_align,100,bible,10,gov,66.36142945337251,-445.6473212223283,999.9999999999999,-726.3023880081878,0.7494171890253215,0.961936701171212
