train set size,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,5.350475865869603,0.00012407869828165932,-8.044606775549594e-05,1.4902690931850404,-2.219157881366999e-09,8.776341958718225,8.996059359433744
1,gov,6.045823487211164,-1.915167103324826e-09,2.6939353544519817e-06,1.6376761919203502,1.947756798482772e-05,9.998340081674717,9.865598913138335
10,flores,4.559648888434018,3.315083696116089e-06,7.475698060961422e-07,-5.717421961777746e-09,4.464902948009482e-08,5.946103374050802,5.699178694799948
10,bible,10.162131083911772,-2.289192930806372e-09,-0.033321028323045995,2.83653554739684,-0.06610795839000742,13.362757173849374,13.628722220493783
10,gov,12.736619922587872,-5.364463513083868e-09,-0.024898253670484146,3.7327118217884157,-0.0011267815138032134,17.15069901088912,16.98582213620093
25,flores,6.180724694568134,2.1382098664857367e-06,0.10344781292181299,-1.043917431065733e-09,0.010906783337573773,6.849230570321928,7.024931174362693
25,bible,12.225878948654616,-0.00048692915052880414,-0.00033873111100813204,3.2116557444787177,-5.734198656142051e-09,15.137015172205846,15.520481536133673
25,gov,14.059139242603052,3.0157264203631446e-10,0.0920398141052065,4.152883420121979,-0.13844964267894125,19.06788773943149,18.823609715347093
50,flores,11.688509664425501,0.0011276144886299415,0.00043069070454456853,-2.599007281858288e-09,6.956249970505138e-07,4.241562576970609,3.5748977051058928
50,bible,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,30.47796728477713,-1.5728183392288807e-06,0.000753639680704454,13.36810617164915,5.965046422302617e-09,5.077097384533693,4.796101861255939
