c0,"c1,1","c1,2","c1,3","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
7.752674602949511,-1.3038221735980466,0.0727887818365077,-0.0009204980391665163,-15.904599687464742,-10.885213861667367,4.537633624612193,3.7426379022199012,3.528157626466341,5.467937582629335,6.758866713144089,2.755155132406982,10.58128686917601,6.793180231998036
