train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.4205456981773,-7.4871696090206e-10,1.7912550957830845e-06,8.766462709279267,9.19769821772135
1,gov,7.389828688857571,7.662201974232777e-12,1.64882369584016e-06,9.944835523256629,9.732649979490006
10,flores,4.526320170220779,-4.666177845389763e-05,-1.5164057580010511e-09,5.960204631260751,5.7263535422297736
10,bible,12.227274718132595,3.962595919278026e-09,0.09481233702319034,13.329234421479606,13.62992195672434
10,gov,15.488552197582164,-5.388624573023e-09,0.42173702168599286,17.112948149765913,16.99444737635514
25,flores,6.089426191397495,-3.921569784899556e-13,-0.007239095945481159,6.892659945661131,6.716127286217885
25,bible,14.621681169742327,0.0003224150474076295,-3.028477111421772e-09,15.110296234360238,15.4505632324504
25,gov,17.419809051074424,-6.078684986876014e-10,0.606753388579615,18.974200444800953,18.85017946404299
50,flores,11.699515518778684,-3.7323569024415604e-09,1.3153287405117224e-07,4.23545617975976,3.569893533706755
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.80228864008339,1.2348343236729106e-09,6.767190541925827e-07,5.9066410156979865,5.5941593172992805
