train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3",rmse,kfold rmse
cc_align,25,gov,1,flores,18.320870894093414,6.572608933570556,-28.148866315882422,-5.378249049229617,6.623009965175794,-0.4801233208390076,-5.578573730119205,9.904853655543901,-6.636926546297869,-9.91952397405505,9.659475262006456,-3.845896771663164,-13.136442599612216,-7.629458658196385,-8.477807091164845,-7.066951321517584,7.123380792542652e-10,1.1914013421707994
cc_align,25,gov,1,bible,4.427395882077921,-1.4290150639286876,-0.06518626824237686,0.05403631911101938,1.9930885421164506,0.02919437765064854,0.5957848112889128,2.5627086634238156,-1.8579822510134993,-3.0273199118116088,2.3623349740837267,-0.2354736277424608,-3.100166281081979,-4.755483102379296,-5.218753579968616,-3.7923300923345424,7.696186232890118e-12,0.26335525835253726
cc_align,25,gov,1,gov,15.222036166073874,8.029135516671577,1.8982953258253472,6.660858673731507,8.640743331355443,4.938680268638907,2.90725320530649,8.58451860841606,4.0116305169822475,1.2677171523361468,6.177724570784096,-9.127092434538552,-13.998948612025814,-7.702585709060029,30.83928955626783,20.521530337081817,5.460015509422307e-10,1.6118343241345976
cc_align,25,gov,10,flores,31.140704103480925,-10.668040310301807,-25.96430820672869,-20.260167667654933,46.536891699030214,-33.52954338252781,-32.73877758262277,8.507577589808147,-5.26259185710238,-15.988184925308255,15.26559286995468,1.635630020462239,-14.552385887571427,-29.286822674219504,-26.59256648429785,-19.604484007398025,2.60075822240984e-11,2.74645935504267
cc_align,25,gov,10,bible,4.328451736094466,-0.7017291852078067,-0.6866909153803461,1.2485515357326344,3.3806514197126787,2.879131847964338,2.991820313339103,11.161115105642706,-8.787783998297153,-8.131160351206452,-1.0881067950093073,-2.1270144626829506,-3.6245610818751213,1.1007832768984986,5.51621712983096,2.611829502624284,1.994551941901402e-09,0.2514895471405355
cc_align,25,gov,10,gov,12.48645986829117,8.455976639073132,10.743486908913846,14.536831870096783,14.617132724931434,-6.9138337086574895,-11.49598271691266,11.944062244490825,11.628578757521964,11.16265212550276,6.704725752382366,-13.09752620102564,-8.182586925768199,7.96427349140323,16.720029943220382,-0.7014933121576742,5.3527146996576085e-09,0.04181354028741322
cc_align,25,gov,25,flores,34.073208340880356,-23.49367289871904,-35.54477594371038,-20.41499943939157,29.399276741383623,-52.04315395764031,16.240912394769243,-1.7067118169095985,4.1260319493012325,-13.85727769142805,-9.268623666668947,103.93131148515049,-75.33376078525458,-31.002976537765992,-28.613569456679265,-22.139113906592716,1.711055916476903e-09,3.2374194723843654
cc_align,25,gov,25,bible,5.071362370116387,1.8538497116649981,2.254052275790695,0.25531241691647316,4.458241803042767,3.447752364987817,2.4776631482721387,-3.881711238688103,-2.8576243664101266,-4.112858729127407,2.138032715487947,-2.541995765322461,-4.05992277500161,12.05902971281887,-10.55629039058963,-7.938501886105623,6.054597646276293e-10,0.03751784740466108
cc_align,25,gov,25,gov,13.027691364544669,9.774844958301246,7.714465908276373,10.986505878203557,11.804504246146355,-9.254337516858318,-5.917899439970788,14.237564563143563,14.475754458564376,14.133193562502857,10.25562922150702,-19.702514905431677,-4.2037113866973135,9.633528829262618,14.874984482794,-6.749414654902614,1.0276141451697186e-10,0.2688992053958989
cc_align,25,gov,50,flores,13.626487363497288,4.840336645012239,1.0031682878436443,-0.19718530510591292,-7.898391566625488,-9.860241656899678,-8.314745979866277,-5.210467443428149,-7.299420915503495,-9.223636986086845,7.803939496138072,7.445539196840866,-5.576749084583276,5.806565222177274,28.380133845196458,-0.41419067676961446,2.607426660960096e-09,3.2839335957193243
