train set size,test set,c0,c1,rmse,kfold rmse
1,flores,2.703310036174971,0.237876562285938,2.373015763380136,2.3859909748649835
1,bible,8.866104589428584,-1.424811278917416e-09,8.402767681864509,8.479406978111221
1,gov,6.363993924500312,7.7499474349099975,9.571364863596436,9.68517669666594
10,flores,7.003738280308304,-2.8917928187221004e-09,5.395142758188206,5.446320381375709
10,bible,14.79052312530375,-4.2616423244103867e-07,13.077952743392549,13.21431627741067
10,gov,17.394711223661552,1.3049317249922125,16.943767458132267,17.141677251222962
25,flores,8.394033965518242,-3.4137567038497294e-09,6.475154994068562,6.541304458667092
25,bible,17.070230444102478,1.4524128921805283e-08,14.900794354653728,15.064375565619505
25,gov,19.274254359744234,1.5734993024839732,18.821226256343074,19.044711267258595
50,flores,23.546704954917253,-21.29001956623374,2.142041506169799,3.0206873513900696
50,bible,2.116664431145516,-1.5269737513136022e-09,0.8744841025827846,0.9319553630918116
50,gov,41.2305520803505,2.3852760785612688,5.319855005108258,10.252067432656037
