,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,False,False,11.84723884325386,5.665150239803807,9.229463317756917,12.736289392628452,14.934172453609794,17.22472269981929
poly2,False,False,11.815190414253358,5.665150240215177,9.199319811015059,12.729012406423152,14.905426261203171,17.19086015675597
poly3,True,True,11.813369486572718,5.661024829662159,9.196882282230494,12.728614445299916,14.902246195092172,17.190860156755807
exp,True,False,11.84438542214168,5.652579392058402,9.226354345656382,12.737016982301984,14.930249563875808,17.224859355859046
log,False,False,11.847767216998836,5.665150240210964,9.229463395116362,12.7385472294657,14.937987821379217,17.22678367607381
power,False,False,11.87869345017285,5.665150240215078,9.246004197563433,12.775538229483052,14.947928832142502,17.22681730530913
mult,False,False,11.845378560019729,5.665150239724414,9.224667151149617,12.73924554381514,14.934259578088515,17.22681730530913
hybrid_mult,False,False,11.860442899132956,5.665150240216811,9.221961139167767,12.741014915314,14.993969127296111,17.22714482928872
am,False,False,11.921116651919844,5.691097577405188,9.272933566810693,12.78093080011886,14.992699207660277,17.229137884060023
gm,False,False,11.921946833597783,5.7371039363872605,9.278911662914988,12.779248277025689,14.99604972856105,17.228504086043248
hm,False,False,11.922003607612337,5.771133315705966,9.28630582505675,12.779248277025689,14.998527360242797,17.228407333746798
