c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
8.711648015825435,1.8663662708917745,-0.05835035975173528,-0.1413196220935288,-7.258047550041714e-10,-0.041899623501627986,-0.016222477540910604,14.005534337279984,13.903956355134286
