train set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,5.271112695778051,-2.095433622427722e-09,0.00013847174151431185,4.247647512842083,3.32655173380038,14.842118130447112,14.958106922523308
bible,3.909555304549428,0.00012405498190001127,-2.092185175015635e-09,2.288051715038851,0.8359975551832939,12.341680360344444,12.381273763402712
