,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,False,False,5.101593168111158,0.8091328276016508,2.672345867833116,3.485114018486544,5.219895370437572,22.14185232956592
poly2,True,False,4.777788551750537,0.0723107138121536,2.0067363226248243,3.0274404015579823,4.925545928154604,23.18847756894535
poly3,True,False,4.495148592938059,0.1306197148610157,1.5274271417709162,2.465829415995714,5.010572613476317,21.85225780272004
exp,True,False,76.71575620324688,0.6290961011225461,2.198598041591845,3.2742966505399878,4.435706714058458,3292.13088002626
log,True,True,4.579405875081384,0.5399095498374062,2.8678257706182717,3.8753480247912857,4.957609031625942,16.10134522821635
power,True,False,51.52413271260252,0.0688194609407197,3.107908031674025,4.705573519809755,6.661950394285866,2439.684611133493
mult,False,False,9.953210390149703,0.3868436397928014,2.3873805834881074,3.939591002756724,5.741805230548647,191.7635325221172
hybrid_mult,False,False,11.78750516144864,0.2515770509849103,2.7470983458209584,4.294903039153169,6.827337009312339,306.9324060208272
am,False,False,9.937850999403471,2.8476080332640485,6.610101754222942,9.428853628239665,11.534806507136194,25.7933315540774
gm,False,False,9.773029694516259,1.6340481874919652,6.806571045476451,9.368471309073486,11.247361155630704,23.639966124270607
hm,False,False,9.769884457388045,0.1389313509844043,6.759012497041638,9.601845399956296,11.435602552412096,23.57191835153209
