train set,c0,c1,c2,c3,rmse,kfold rmse
gov,12.668930417282441,3.426527415778952e-07,-1.8160959898217656e-09,-2.725365625683555e-06,14.69031743463679,14.789982678671931
bible,5.256266974765219,2.104647450475919,-1.2464551513205855e-09,0.0010301451622507913,12.346936978149863,12.098191360949423
