train set,train set size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,1,flores,4.553177102346365,-0.010766211584847349,3.3991674503949676e-05,-3.311092479336491e-09,2.2201839768483347,2.214507013706748
gov,1,bible,0.7700895289708687,8.180304693741516e-08,8.204240165814198e-08,5.058192491705565e-08,0.7950415460115721,0.8172157861811382
gov,1,gov,19.18658465543549,-0.2543853857841304,-5.5538409780383416e-05,-9.47165962806596e-09,3.7408288186450833,3.7502130821630266
gov,10,flores,16.430933448500713,-12.19916773579268,0.003299313175863257,-3.813672330430139e-09,3.122835132395133,3.1464082829313273
gov,10,bible,1.9895671490648836,-4.896848599732909e-06,-7.878907377431491e-09,-0.0008146052579840952,1.2573481215945945,1.2963191377495438
gov,10,gov,34.69133383388866,-1.986716001708222e-09,0.16057168174220607,0.1833476790383371,3.755479838543321,3.8692942626060307
gov,25,flores,21.68740669518422,-19.651536911196683,-0.04053579820278944,-1.3222534795779527e-08,3.3689171416690864,3.4018958398601944
gov,25,bible,2.4499420520558037,8.894808376316405e-08,-4.1913497484065157e-07,-2.3792687381765178e-07,1.4193328627686426,1.4608207960891986
gov,25,gov,38.5313881810476,3.024841451372217e-08,3.902140750684431e-06,-5.993743053021266e-05,4.456900706809752,4.589485798050015
gov,50,flores,14.17417964578379,-3.717969664202835e-09,-0.07854502353036676,-0.314269714798194,3.419077216552667,3.810957576600385
gov,50,bible,2.116770481669538,-3.13716237329932e-09,-1.0509981836540516e-06,1.2672074055016125e-08,0.8744780547988996,0.9742637831655823
gov,50,gov,42.2917857618307,4.922539884271683e-08,-0.02959968706525576,-9.686205515360536e-09,5.337074515576224,5.952070762728167
bible,1,flores,1.0698511147221088,-2.8520277347131735e-09,6.3330434856477275e-09,-4.0144614455276225e-09,0.5514661465010677,0.5720804417238118
bible,1,bible,15.328332289325324,4.3009697487105765,-5.115174762178219e-09,0.01629100255952862,3.0440790427790603,3.1459482842986133
bible,1,gov,0.556279144177997,-4.889263287233399e-10,0.003965147188421782,0.00872765137878191,0.39161875742323815,0.3972496591324205
bible,10,flores,2.2299836720456794,-8.74848605184288e-09,-2.7687063440471097e-08,-7.588247158166238e-09,0.8246827462490878,0.8492410524176772
bible,10,bible,25.010127777453594,6.869599403105824,-3.0958303744521266e-09,0.015422107246755622,3.4860211723301595,3.5845994793110463
bible,10,gov,1.2499974470780617,-2.0218422107249444e-08,-3.705713095225555e-08,-5.9148701401801404e-08,0.6830082385659781,0.702898660879017
bible,25,flores,2.56997151872758,-1.0332129388220213e-08,-1.8854189453752463e-07,-6.023897707703288e-09,0.8509423264738442,0.875818198134209
bible,25,bible,26.306788552019754,13.959361148617619,-2.433443584603285e-09,-0.06550429003503384,3.5342855255486585,3.6389670727111847
bible,25,gov,1.4299954840188591,-2.0349885127165947e-09,-3.934018850118616e-09,-6.164699625819303e-09,0.7950474522861014,0.8187144433363989
