,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[1.0],1.545631847435932e-11,[-1.0],0.7639397794176301,"[-1.0, -0.5, 0.0, 0.5, 1.0]",3.1939004367700625
kfold,[1.0],6.570130652209928e-11,[-1.0],3.1482466948119265,[-1.0],26.15424575300554
