train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c1,3",rmse,loo rmse
cc_align,25,gov,1,flores,3256.0239090768564,-22926.38386989642,52887.90638039672,-39772.89350759601,1.8973665961010275,2.683281572981485
cc_align,25,gov,1,bible,654.3678827471091,-4601.803550574174,10591.078320618368,-7943.213068673951,0.5692099788303083,0.8049844718931725
cc_align,25,gov,1,gov,4088.6154215810625,-29048.39490219813,67770.41593410175,-51453.23244936091,0.6008327554319928,0.8497058313531983
cc_align,25,gov,10,flores,2325.7134451060983,-16184.639777218916,37047.56289819912,-27671.146272776838,3.035786553761644,4.2932505168046
cc_align,25,gov,10,bible,1537.0396211629825,-10803.115224904734,24859.324759129315,-18648.811473674254,0.4110960958218893,0.5813776741495792
cc_align,25,gov,10,gov,2710.328919299612,-19408.463485420452,45939.128045754485,-35315.595349945244,3.51384149968483e-11,1.6318216672574823e-10
cc_align,25,gov,25,flores,1844.0321757602135,-12741.515417664306,29036.38859833496,-21603.04769351283,3.130654883566695,4.427414595445557
cc_align,25,gov,25,bible,1534.7777057737358,-10782.111935203722,24802.109820573394,-18597.042618651598,0.4743416490252569,0.6708203932500588
cc_align,25,gov,25,gov,2336.3872404218973,-16803.504126581138,40058.02511706316,-30976.058125105326,0.06324555320336848,0.0894427191139427
cc_align,25,gov,50,flores,88.94867584811351,-253.6024401214847,70.99615929379968,245.82056570764388,4.5866465502206553e-07,9.698422649259145
cc_align,25,gov,50,bible,21.880404600820114,-68.88163040674941,23.395570299359424,71.90821686266239,2.3102644966831054e-07,2.777504510152674
cc_align,25,gov,50,gov,-129.19786538186898,636.9223160754357,-217.08317377303197,-661.7283318796045,6.904668451009945e-07,25.20566436699284
cc_align,25,bible,1,flores,1162.6754996289094,-8189.617558943508,18880.221758859312,-14187.151650911603,0.41109609582188944,0.581377674065059
cc_align,25,bible,1,bible,4653.049429097216,-33057.52084224869,77049.63548448966,-58475.11565854071,0.28460498941515483,0.4024922362120647
cc_align,25,bible,1,gov,821.1906840287922,-5781.67105138174,13324.161295456555,-10011.486488362178,0.3478505426185218,0.49193495506725027
cc_align,25,bible,10,flores,959.5575125963354,-6729.548261205258,15466.71904384576,-11587.664103156996,0.6957010852370435,0.9838699100704699
cc_align,25,bible,10,bible,4191.580176716321,-29829.51805487437,69827.97627760198,-53200.62375306508,0.8538149682454621,1.2074767078672948
cc_align,25,bible,10,gov,1201.2516430730077,-8480.321000717848,19589.24896830368,-14744.250206487332,0.6640783086353597,0.9391485507627578
cc_align,25,bible,25,flores,856.4776810834759,-5990.3246729941775,13734.936150493853,-10265.271455035654,0.6640783086353598,0.9391485505476646
cc_align,25,bible,25,bible,3842.599530059398,-27329.205106155117,64041.02001470448,-48837.15065585326,0.9803060746521981,1.386362146036448
cc_align,25,bible,25,gov,1190.4165298472483,-8395.830790101041,19379.808763635494,-14575.855587100878,0.6957010852370435,0.983869910118231
cc_align,100,gov,1,flores,2855.9129629138533,-20061.37890991872,46211.09016414726,-34709.81165656721,1.7392527130926085,2.459674775205556
cc_align,100,gov,1,bible,655.3083615959617,-4607.054373010831,10605.38205528459,-7956.155282450599,0.5692099788303082,0.804984471869602
cc_align,100,gov,1,gov,3256.615420429337,-23125.96087983984,54029.50030118734,-41073.42962137307,0.25298221281346944,0.35777087638597393
cc_align,100,gov,10,flores,2983.5490376760144,-20852.740680496037,47893.982368864396,-35878.84628873864,2.8460498941515415,4.024922359491772
cc_align,100,gov,10,bible,1787.8462312796685,-12609.49865220745,29112.62434889372,-21902.610021581357,0.37947331922020555,0.5366563145636482
cc_align,100,gov,10,gov,2982.579722133012,-21335.90786057582,50406.02996790132,-38686.99393883304,0.12649110640673697,0.17888543820173342
