train set,train set size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,1,flores,19.41353860194587,-25.451940704097176,0.0,0.0,0.0,0.0,0.0,2.0561047887908623,2.065861207288175
gov,1,bible,3.50166186079544,-4.607507709441949,0.0,0.0,0.0,0.0,0.0,0.7788777385900122,0.7826737974914604
gov,1,gov,-3.830741544582691,39.46727141702599,0.0,0.0,0.0,0.0,0.0,3.513146666267875,3.5299101966168744
gov,10,flores,52.072843943133805,-69.12622042914293,0.0,0.0,0.0,0.0,0.0,2.582253403091626,2.608102072815918
gov,10,bible,13.110455481113833,-19.020746851913042,0.0,0.0,0.0,0.0,0.0,1.0896085329753573,1.0928595927906268
gov,10,gov,0.8755767301231536,58.21865734353578,0.0,0.0,0.0,0.0,0.0,3.2313537379219937,3.3083389427261802
gov,25,flores,57.63460330676412,-74.48988574870899,0.0,0.0,0.0,0.0,0.0,3.0248912378546056,3.0565892676520376
gov,25,bible,13.061154622352179,-18.145691552874197,0.0,0.0,0.0,0.0,0.0,1.2868227612686325,1.2896099627130637
gov,25,gov,0.04562551843491078,66.20799166940365,0.0,0.0,0.0,0.0,0.0,3.8886543724495453,3.99518142603322
gov,50,flores,63.169462183056744,-83.36804365242371,0.0,0.0,0.0,0.0,0.0,0.7001605310266404,0.7422272687406981
gov,50,bible,14.066137651929925,-20.25825024993985,0.0,0.0,0.0,0.0,0.0,0.3179503827320089,0.33705263181307077
gov,50,gov,3.7526423815816314,65.6816826876635,0.0,0.0,0.0,0.0,0.0,4.640328641863972,4.9189771054058955
bible,1,flores,3.110965167673874,-3.163975324836328,0.0,0.0,0.0,0.0,0.0,0.5914602154001705,0.6351986438595011
bible,1,bible,10.602870873360057,10.803004036749567,0.0,0.0,0.0,0.0,0.0,2.786447523791676,2.9015650701130964
bible,1,gov,3.413956181862887,-4.598725749154389,0.0,0.0,0.0,0.0,0.0,0.38264639324675,0.4140039282126839
bible,10,flores,5.516700591289658,-5.118095366050781,0.0,0.0,0.0,0.0,0.0,0.9283718309867786,1.0568311310074041
bible,10,bible,16.163850532607793,18.932996844458433,0.0,0.0,0.0,0.0,0.0,3.363377989838722,3.473899726656166
bible,10,gov,5.75934476962413,-7.335684773397036,0.0,0.0,0.0,0.0,0.0,0.7113540734960925,0.779725196312259
bible,25,flores,6.169272990983105,-6.098197637997007,0.0,0.0,0.0,0.0,0.0,0.8254635910758231,0.8297601082904963
bible,25,bible,17.875195906520606,23.856229700522896,0.0,0.0,0.0,0.0,0.0,3.655020689426244,3.675515232454857
bible,25,gov,5.773207833265442,-7.376392128619322,0.0,0.0,0.0,0.0,0.0,0.7554934242642718,0.7601396711378384
