c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
33.099757830366514,0.7354507778200883,-0.0289510671730347,0.0003665550685584867,-67.8705500824389,12.03522400145275,-2.1586437048679525,18.77633940518091,11.840037683535282,-8.4249676615366,-15.90981441866289,4.749797173453763,11.315439561308358
