,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[1.0],0.1572232107929408,[0.0],1.4985774510887069,[0.5],4.782989808333239
kfold,[1.0],0.1987511997176641,[0.5],1.5818663230622119,[-1.0],5.062758769678436
