c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
-0.22548645922204627,0.598400757069505,-0.023315232528802243,0.00030040361538432534,-1.4927594488095843,-0.10382567392246621,-0.046562836474894655,-0.11802004421794703,-0.06152670844869607,-0.13256758524792556,-0.0810099132212031,-0.13124758236081616,-0.06929063336642408,-0.33888546235285094,-0.44094433446633147,-0.13338383950090105,-0.06631013060642901,6.716256346601677,6.817998132219643
