train set 1 size,train set 2 size,language to,c0,c1,c2,rmse,loo rmse
10,50,si,3.9264546009542753,-0.2626127036613424,-1.0144285036729277,1.2850481813000832e-14,26.186787764160005
10,50,ta,4.210008257757585,-0.14663285456119812,-0.9306197984623469,9.398035739402095e-13,27.939052241537063
50,1,hi,1.0299585838191065,-0.05004757499622756,-1.3541845402944954,4.973035624450831e-11,0.37337156303036045
50,1,si,0.11726695793570188,-0.37483243332724286,-2.851699733401679,0.0,0.715060655612199
50,1,ta,0.3176287826082307,-0.2642189186086356,-1.8035674012390581,4.110324932834792e-15,0.7517283261413198
50,10,hi,0.8549788364961219,-0.4146918658104939,-1.3820846617986358,3.6697795054728596e-11,0.8115710727374439
50,10,si,0.1573595465329241,-0.973689275374548,-2.330236524695588,1.6195473275499993e-11,3.225675911046041
50,10,ta,0.2838048078673775,-0.8788955567982638,-1.7506263488593856,2.5639502485114184e-16,2.9171138674657553
50,25,hi,0.7020161279191248,-0.5745079170107319,-1.4482096675075036,3.6151553031363786e-13,1.2057468526866784
50,25,si,0.1763771271364405,-0.9281437784218951,-2.3301200719783517,2.0575600901762497e-14,3.2563766853252765
50,25,ta,0.38337901345002995,-0.8393109466337777,-1.6534582256797496,4.142188393658237e-15,3.2059385490930095
