train set 1 size,train set 2 size,language to,c0,c1,c2,rmse,loo rmse
25,1,ka,2.26534536190183,0.15850748500012588,-1.0198129928812725,3.801184038833143,3.941166081098161
25,1,gu,4.9150286502240546,0.1550651080724705,-0.7250303946408123,5.36210352971038,5.546890590131913
25,1,hi,3.831717145519802,0.28637561474694045,-0.9145359836910616,3.881394498675633,4.024687673871006
25,1,si,0.424411424900357,-0.26263198814488875,-2.171379460124807,1.4463072162063528,1.4712366372249028
25,1,ta,2.1719570588892694,0.15012672527128715,-1.114339210706135,4.099895508423464,4.354897282343446
25,10,ka,3.7369974348675497,0.06756085058442858,-0.9124150392083514,5.754385793389628,5.904813701335981
25,10,gu,6.35786846424423,-0.0656202960834676,-0.662515509193974,7.260164415213754,7.473099617553482
25,10,hi,4.633134729507606,0.0020458753207763984,-0.8465847482844322,5.670707260265426,5.868304886967821
25,10,si,2.003384955515399,-0.1061683170777105,-1.3196749399363064,2.8992999798024686,2.8998740973924413
25,10,ta,1.3854910214502125,-0.3727559378417285,-1.2382508667065588,3.4188275420441334,3.7304441059318667
25,25,ka,4.703426896511964,0.14881657375004004,-0.8731352094461171,6.400568283615596,6.560561170104119
25,25,gu,7.28992233791642,-0.04210921480844932,-0.6464677163367629,7.763995121694555,7.986930257770257
25,25,hi,5.162127227432088,0.009549608951871626,-0.8328921046912027,5.966750822135016,6.151649168046187
25,25,si,2.6862133861921174,-0.024789084303871004,-1.2312035358002429,3.6420265886557837,3.6578485483661054
25,25,ta,1.7480752670650404,-0.35146888606862836,-1.1655750580566928,3.4551537880537952,3.7407447378372547
25,50,hi,4.972610599615752,-0.12332314113079036,-0.9837189354394958,3.361402964948846,3.372902919979462
25,50,si,4.052466374777619,-0.19424277055411635,-1.00299435720603,2.605781515762049,3.525016100028832
25,50,ta,3.8060417936454614,-0.18235051393657206,-0.9557099442746427,1.8919123260749533,2.1099348709895938
100,1,ka,0.0018149209711680904,-5.686730877410529,-2.650358008808568,1.0033347778160935,1.0099237836221995
100,1,gu,3.8189784154741124e-08,-14.581081638486939,-5.180776651079317,1.3588910643534695,1.3604248288211052
100,1,hi,0.0003678118640636973,-7.278870648712562,-2.5897994095973216,1.3207868428429035,1.3207958464274203
100,1,si,0.5345995508427127,-0.3986227020715739,-1.9831300660384679,1.757821308500268,1.799903388711896
100,1,ta,0.007950288688396248,-4.05489021532765,-2.2040159379172546,1.081315409087094,1.098443221356339
100,10,ka,0.0548135674923379,-3.461150667354973,-1.7331680420043132,2.323972995468652,2.3873816120070854
100,10,gu,0.00031729804460617963,-8.067766769166587,-2.7453901831521494,2.2208603467512447,2.235995528483687
100,10,hi,0.025207890346848897,-4.3141633290917625,-1.6518568657046424,2.6746338872801623,2.703837655998725
100,10,si,2.0497278288154006,0.03588106324136151,-1.3658062658159689,3.0502827904408596,3.112636901509334
100,10,ta,0.551481556116294,-1.2686137455512045,-1.278209112860021,2.1172414977342653,2.1869579987698025
100,25,ka,0.07174521384781311,-3.3673138668187645,-1.6723460096441687,2.82572429008592,2.9020192655372723
100,25,gu,0.0003637628038816591,-8.03909406937898,-2.687876936984797,2.3444270781366354,2.3658932210405896
100,25,hi,0.03901539930188128,-4.028198350542645,-1.577231139045169,3.0419377743815117,3.0856327286889984
100,25,si,2.621135544207442,0.21443860355899405,-1.3456699131568448,3.275875225915277,3.334736584023504
100,25,ta,0.8692189463564212,-1.0545085000183636,-1.1777767903946277,2.514497894345029,2.5928630120548717
100,50,hi,0.18155733709376867,-3.5076862499391526,-1.0407498474063348,1.3797769087549534e-14,75.56270135795829
100,50,si,0.31906769434081217,-3.435165751167077,-0.5434542299635425,1.0571437693441229e-15,192.05244662870777
100,50,ta,0.3834452248103143,-2.632615993592878,-0.8497767928810686,1.1466334093198022e-15,101.14470385323654
1,1,ka,34517907.2549614,22.329071887306583,0.31653356182317277,0.6174908751852914,2.2817034964309206
1,1,gu,11.040782485758832,0.6969849074171889,-0.4525056672223434,4.127554972768676,5.156753375914357
1,1,hi,5.210637296177307,0.39419542183192435,-0.7577126445275693,3.355038510162694,4.193328765455397
1,1,si,0.3123503632943235,-0.6396067076296424,-2.2044641952716413,0.993434341021296,1.0700054235394072
1,1,ta,2.8905877699095623,0.2697473664611945,-0.9555616826505656,3.497728999640694,4.56608954620304
1,10,ka,39124162074.33305,28.374070243749465,1.4146666235652114,1.4471431312979681,4.069016033397244
1,10,gu,17.37591619927798,0.5560439606724648,-0.3728991351660936,5.689215667014102,6.80329844757485
1,10,hi,9.484603128859964,0.4373086635444769,-0.6442986625162592,4.776311499155816,5.619708615483967
1,10,si,1.460589435615778,-0.4992523530757272,-1.3697339539818287,2.000551527375596,2.26791406442094
1,10,ta,1.096050945005055,-0.6135526966216975,-1.2958040925065677,3.083791946524807,3.9863114044082613
1,25,ka,1429703361.4640703,23.84304665432765,1.1201126743011987,1.567168637037989,4.099339581063182
1,25,gu,22.318985388211782,0.7011125006383191,-0.3545590742364663,6.01731089447088,7.226680503989289
1,25,hi,11.491097384221199,0.5035782688581917,-0.6120141581387573,4.882709128132172,5.6734837049084454
1,25,si,2.3472857873714785,-0.28844194164333653,-1.2278269913867834,2.7685345028080044,4.0966732430367845
1,25,ta,1.4641209590721298,-0.5340238932111873,-1.2152511208462218,2.9776414627180334,3.7792858979243684
1,50,hi,10.13746199402142,0.2730485884425247,-0.7453683884225121,2.725081926197165e-12,32.992386612547485
1,50,si,4.37590964153437,-0.15936690427104613,-0.9952022525068804,3.462756959325817e-14,29.543076075020004
1,50,ta,4.150351251377069,-0.10804510192433638,-0.941136777258984,9.014569047546807e-13,24.845701169569782
10,1,ka,126381.96784512817,13.32942176876254,0.074100690179075,1.0946790992957998,3.4676140911535955
10,1,gu,2140.574597493154,7.0983552956046925,0.08891303328531049,3.144744199703534,5.174539068052158
10,1,hi,6973.9625534759025,9.062635443636928,-0.0035380928825084913,2.3505924812245995,3.6662228322011146
10,1,si,0.6055154662132773,-0.003762423616958151,-2.043440684530535,1.0425921575603911,1.2435205888179695
10,1,ta,89452901.25773683,20.43274826550997,2.1344497122590593,1.2190398068501476,4.759584697034428
10,10,ka,163572.23663407922,12.160473850441587,0.3262314962465242,2.1943709863129106,4.873852020715571
10,10,gu,18.892630306782674,0.5546026748628525,-0.3473060189355286,5.765792178003322,7.0060310696495485
10,10,hi,9.37009836468739,0.3534492466436296,-0.628597566987166,4.912430775194051,5.741803837801105
10,10,si,1.5610910268185263,-0.3688038146992496,-1.3687909420032773,2.3208275170864416,2.4748218867969265
10,10,ta,1.4399548044699568,-0.40176972889132073,-1.2301346790601428,3.419518212147835,4.37893946971974
10,25,ka,83715.17181565147,11.169804817400031,0.2489326601037694,2.3773070308858495,5.266292741032446
10,25,gu,23.553935277012165,0.6599972228177174,-0.3218112840906553,6.0312406395587255,7.358836323355159
10,25,hi,11.195993140122823,0.42569594527033794,-0.6090177056422839,5.0512794482293675,5.8480431086155855
10,25,si,2.4240725379877226,-0.2547784415643909,-1.2189312470978402,3.1535648564055396,4.080421442586931
10,25,ta,1.7993619916033863,-0.3748711575681337,-1.1674038699446407,3.1425635272156063,3.9395909892599095
10,50,hi,8.77778569540214,0.09419085245187138,-0.7609728349622176,2.523043774529064e-12,28.86494305716248
