train set size,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
1,3.8320444185507014,0.9293034660045775,-0.0027274659610166036,-2.0253102630537565e-10,0.001537798190812945,8.611401169589199,8.551619155276894
10,10.435524576425992,-1.2431577295215626e-09,-7.991109748704494e-07,-7.773519827757521e-07,-6.507029477913453e-07,13.853790551700328,13.713909759912454
25,12.147854242518157,4.2700121720056985e-09,0.0023460940473957336,-0.0029558469070217123,-0.03745439595486809,15.481491040400071,15.245484651030543
50,17.15104385279063,1.7076401041004665e-07,1.3535075158952077e-05,0.0002586159711134864,-5.483628517484645e-07,17.40035891987512,18.135006668942047
