model,mean,min,25%,50%,75%,max
linear,8.809707387403689,0.9546712960544856,3.4056315511112274,7.4806206547396386,13.861784595927928,19.40949466764153
poly2,8.84947870133437,0.8976708546088755,3.600570326310324,7.463554003673396,13.932522057335579,19.499508464876698
poly3,8.892856737005145,0.925959777656617,3.760187910615722,7.47656370775557,13.97937660516071,19.52691266139187
exp,9.608250255075689,0.8950035357851439,5.215772706716812,8.938435086384336,14.347627390837525,20.028450820340364
log,9.000453642529738,0.7004782901938459,4.5023601757118215,7.488020763576593,14.072621221430232,19.743606638213656
power,9.263152974331128,0.8598827738977963,4.621444743352826,9.160032182688308,13.892017088622405,19.356059842176887
mult,9.362349033230254,0.6155464517295859,4.695577657007315,8.076894255373457,14.55706264106707,20.29916956225653
hmult,9.440154620268315,0.7005973415443848,4.674807622725102,8.352984347796092,14.621246966319347,20.405019874760598
am,8.871939554151105,0.9733429646813528,4.771602239753911,7.485246954334604,13.62721336434024,18.94548477546752
gm,8.87720778559241,0.9733568873451962,4.772700655363854,7.484542204357942,13.626576940720588,18.9473410977782
hm,8.887561758140295,0.9683740062975176,4.783414461964315,7.4821451485123145,13.62808816197975,18.95400424388143
