model,pareto,rawlsian,gov-1k-flores,gov-1k-bible,gov-1k-gov,gov-10k-flores,gov-10k-bible,gov-10k-gov,gov-25k-flores,gov-25k-bible,gov-25k-gov,gov-50k-flores,gov-50k-bible,gov-50k-gov,bible-1k-flores,bible-1k-bible,bible-1k-gov,bible-10k-flores,bible-10k-bible,bible-10k-gov,bible-25k-flores,bible-25k-bible,bible-25k-gov
linear,True,False,1.396153122206954,0.7166217808168874,3.0185147569796205,3.124407616540997,1.102051366892817,3.675784940880303,3.544771287493601,1.2418740639568313,4.358292566553219,3.922452860001698,1.050419681686017,6.867141021702203,0.4230262004522003,2.3393874989745784,0.2815168031572964,0.7206095752975109,3.348957272635326,0.5478269615466903,0.7873059753140141,3.633159352271056,0.6814674052778881
poly2,True,False,1.3961554006341328,0.7166217860211814,3.018514784093534,3.1244083377474348,1.1020488172116685,3.675785202020017,3.544770583305174,1.2418731695007876,4.358292226010237,4.034714006422973,1.0645399187906248,7.078278175121159,0.4230262281886708,2.3393865361179578,0.2815169247543043,0.7206092426392534,3.348957026739715,0.5478272255417626,0.7873054507221797,3.633159224127412,0.6814679812984273
poly3,True,False,1.396155538252324,0.7166217536112655,3.018520217551305,3.124406738523552,1.102051364170297,3.675785178610645,3.5447696722249757,1.241873703554084,4.358292119884095,4.150947811295507,1.0793783474115577,7.335804528242479,0.4230272053553149,2.339387112314516,0.2815169157150271,0.7206089595306391,3.348957636096494,0.5478272312851289,0.7873052491259311,3.6331594862006407,0.6814683515654231
exp,True,False,1.3961597253287636,0.715926386945517,3.0185091172946104,3.1244155918014647,1.1008218936056935,3.6757866970362025,3.544769365147283,1.2418610791272446,4.358292132581144,3.89686831917582,1.0462973962936486,6.87976325026665,0.4230333457039384,2.339385454101566,0.281526060376756,0.7206094445736173,3.3489574040748744,0.5478234209437239,0.7873047344092983,3.633159259476773,0.6814682684872176
log,True,False,1.3961565233305249,0.7166218146906461,3.0185151168781674,3.124406879677529,1.1020518851904764,3.675784136253948,3.544770683497873,1.2418741820785342,4.358292457857536,3.794503737346145,1.0345348896938404,6.703706685557172,0.4230261236084608,2.3393864580033426,0.2815171766331649,0.7206095469779108,3.3489569469012985,0.5478273382413892,0.7873052051084926,3.633159329086492,0.6814691065487046
power,True,False,1.3961552785156193,0.716621744474339,3.018514425214593,3.1244068271710943,1.102051558440403,3.6757850517004536,3.5447696381919203,1.2418738216525782,4.358291945954387,3.491004125762597,1.0293478653906174,7.901186645002521,0.4230254223394407,2.3393879712395638,0.2815171435738905,0.7206093843803689,3.348956757019849,0.5478274749021395,0.7873053720293056,3.6331591561603855,0.6814685000953207
hmult,True,True,1.3961547254352251,0.7166231135304624,3.018514924374663,3.124407052854255,1.1020525414029405,3.675784765399973,3.544768870891204,1.2418738744894349,4.3582919987235815,3.7916013349226407,1.035618988657136,6.431566023891839,0.4230260890781109,2.339386113649979,0.2815183745862463,0.7206100408428929,3.348956972070527,0.5478272346594723,0.7873054388724621,3.6331584743775984,0.6814681855830411
