train set,test set,c0,c1,rmse,kfold rmse
gov,flores,2.4101093088667693,-2.41138090113191,5.310725677359731,5.3282843508717175
gov,bible,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,14.616549562276546,-1.2691683921727874,11.593535886355067,11.736353158484105
bible,flores,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,8.9167028436675,-1.6620590942105977,8.704874210310027,8.754026425623634
bible,gov,0.0,0.0,1.3576941236277535,1.3576941236277535
